comment,comment_length,word_count,bert_sentiment
😂,1,1,neutral
🥰,1,1,positive
🥰,1,1,positive
👍🏻👍🏻👍🏻,6,1,positive
😂,1,1,neutral
😹,1,1,negative
✌️✌️✌️,6,1,positive
💀,1,1,neutral
🥰,1,1,positive
🥰,1,1,positive
😁,1,1,positive
😁😁😁,3,1,positive
😂😂😂,3,1,neutral
🥰,1,1,positive
🥰,1,1,positive
🤣,1,1,neutral
😃,1,1,neutral
🥰,1,1,positive
😍,1,1,positive
🥺🥺🥺,3,1,neutral
😁,1,1,positive
😏😏😏,3,1,neutral
😂,1,1,neutral
😁,1,1,positive
😂,1,1,neutral
🥰🥰🥰,3,1,positive
🥰,1,1,positive
😂,1,1,neutral
😞,1,1,negative
🥰,1,1,positive
😂,1,1,neutral
🙏🙏🙏,3,1,positive
🥰,1,1,positive
🥰,1,1,positive
❤️,2,1,positive
😁,1,1,positive
😂,1,1,neutral
💗,1,1,positive
😂,1,1,neutral
❤️❤️❤️,6,1,positive
😂,1,1,neutral
😔,1,1,negative
Gamonal,15,1,neutral
😁,1,1,positive
🎄🎄🎄,3,1,positive
😔,1,1,negative
😁,1,1,positive
😂,1,1,neutral
😂,1,1,neutral
😁,1,1,positive
😂😂😂,3,1,neutral
❣️,2,1,positive
😂,1,1,neutral
😂😂😂,3,1,neutral
👌,1,1,positive
😂,1,1,neutral
😁,1,1,positive
😁😁😁,3,1,positive
😁,1,1,positive
😁,1,1,positive
😁,1,1,positive
🥰,1,1,positive
😳,1,1,neutral
😁,1,1,positive
😂,1,1,neutral
🤣,1,1,neutral
🥰,1,1,positive
😁😁😁,3,1,positive
🥰,1,1,positive
😁,1,1,positive
🥰🥰🥰,3,1,positive
😂,1,1,neutral
🥰🥰🥰,3,1,positive
😁,1,1,positive
🤣,1,1,neutral
🥺🥺🥺,3,1,neutral
😔,1,1,negative
🔥,1,1,positive
😭,1,1,neutral
❣️,2,1,positive
👏,1,1,neutral
🥰🥰🥰,3,1,positive
❤️🥰😘😍,5,1,positive
😁,1,1,positive
😔,1,1,negative
😂,1,1,neutral
♥️,2,1,positive
☹️,2,1,negative
😂,1,1,neutral
😂😂😂,3,1,neutral
❤️,2,1,positive
😅😅😅,3,1,positive
😁,1,1,positive
😁😁😁,3,1,positive
🥰,1,1,positive
😂,1,1,neutral
🥰🥰🥰,3,1,positive
🤔🤔🤔,3,1,neutral
🥰,1,1,positive
😁,1,1,positive
🥰,1,1,positive
✌,1,1,positive
🥰,1,1,positive
😁,1,1,positive
😍😍😍,3,1,positive
🥰,1,1,positive
😂,1,1,neutral
😂🥰🥰,3,1,positive
😁😁😁,3,1,positive
😭,1,1,neutral
😁,1,1,positive
😁,1,1,positive
🥰,1,1,positive
😁,1,1,positive
😁,1,1,positive
😂,1,1,neutral
😂,1,1,neutral
😂,1,1,neutral
🥰,1,1,positive
💯💯💯,3,1,positive
😂,1,1,neutral
😂,1,1,neutral
🥰,1,1,positive
🍀,1,1,neutral
❤❤❤,3,1,positive
😳😳😳,3,1,neutral
😏,1,1,neutral
😂,1,1,neutral
😳,1,1,neutral
😍,1,1,positive
😂😂😂,3,1,neutral
😁,1,1,positive
🥰🥰🥰,3,1,positive
💕,1,1,positive
😳😳😳,3,1,neutral
😂,1,1,neutral
🥰🥰🥰,3,1,positive
😅,1,1,positive
🙏,1,1,positive
🥰,1,1,positive
😂😂😂,3,1,neutral
🤟,1,1,neutral
🔥,1,1,positive
😂,1,1,neutral
😎,1,1,positive
😳,1,1,neutral
😁😁😁,3,1,positive
❤️❤️❤️,6,1,positive
😻,1,1,neutral
😂😂😂,3,1,neutral
🤣🤣🤣,3,1,neutral
🙂,1,1,neutral
❤️,2,1,positive
😂,1,1,neutral
😁,1,1,positive
🔥,1,1,positive
😅,1,1,positive
🤣🤣🤣,3,1,neutral
😳,1,1,neutral
💗,1,1,positive
🥰🥰🥰,3,1,positive
😁,1,1,positive
😀,1,1,positive
😁,1,1,positive
😭,1,1,neutral
😂,1,1,neutral
😍😍😍,3,1,positive
😁,1,1,positive
😳😳😳,3,1,neutral
✨,1,1,positive
📥📥,2,1,neutral
🥰,1,1,positive
😁,1,1,positive
😂,1,1,neutral
😁,1,1,positive
❣️❣️❣️,6,1,positive
😅,1,1,positive
❤️,2,1,positive
😂,1,1,neutral
😁,1,1,positive
😂,1,1,neutral
💐,1,1,neutral
🥰,1,1,positive
🗿🗿🗿,3,1,neutral
👏,1,1,neutral
❤️❤️❤️,6,1,positive
😁,1,1,positive
😂,1,1,neutral
😳😳😳,3,1,neutral
😳😳😳,3,1,neutral
🥰,1,1,positive
😁,1,1,positive
❤️❤️❤️,6,1,positive
😂,1,1,neutral
😳,1,1,neutral
😂,1,1,neutral
😂,1,1,neutral
🙈,1,1,neutral
😁,1,1,positive
😳,1,1,neutral
😉,1,1,positive
🥰,1,1,positive
❤️,2,1,positive
🥰,1,1,positive
🥰,1,1,positive
😂,1,1,neutral
😁,1,1,positive
😳😳😳,3,1,neutral
😁,1,1,positive
😂,1,1,neutral
😳😳😳,3,1,neutral
😁,1,1,positive
🥰,1,1,positive
🥰,1,1,positive
🥰,1,1,positive
❤️❤️❤️,6,1,positive
😁😁😁,3,1,positive
💔,1,1,negative
😁,1,1,positive
🔥,1,1,positive
😳,1,1,neutral
😂,1,1,neutral
❤️,2,1,positive
😂,1,1,neutral
😏😏😏,3,1,neutral
😂,1,1,neutral
😔😔😔,3,1,negative
😂😂😂,3,1,neutral
😁😁😁,3,1,positive
😁,1,1,positive
😂😂😂,3,1,neutral
🥰,1,1,positive
😁,1,1,positive
🥰,1,1,positive
👍👍👍,3,1,positive
😁,1,1,positive
😏,1,1,neutral
🥰,1,1,positive
😁,1,1,positive
😁,1,1,positive
😁😁😁,3,1,positive
🥰,1,1,positive
😂,1,1,neutral
😎,1,1,positive
😂,1,1,neutral
😉😉😉,3,1,positive
🥰,1,1,positive
😂😂😂,3,1,neutral
😁,1,1,positive
🥺,1,1,neutral
😔,1,1,negative
😁,1,1,positive
🥰,1,1,positive
💘💘💘,3,1,positive
❤️❤️❤️,6,1,positive
😭,1,1,neutral
😂😂😂,3,1,neutral
💙,1,1,positive
😔😔😔,3,1,negative
😁😁😁,3,1,positive
🥰,1,1,positive
🗿,1,1,neutral
😂😂😂,3,1,neutral
🥰,1,1,positive
🥰🥰🥰,3,1,positive
😭,1,1,neutral
😻😻😻,3,1,neutral
😂,1,1,neutral
🥰,1,1,positive
😳,1,1,neutral
🥰🥰🥰,3,1,positive
🥰🥰🥰,3,1,positive
😍,1,1,positive
🥰,1,1,positive
🥰🥰🥰,3,1,positive
😁,1,1,positive
😁,1,1,positive
🥰🥰🥰,3,1,positive
🥰🥰🥰,3,1,positive
🥰🥰🥰,3,1,positive
🥰🥰🥰,3,1,positive
😞,1,1,negative
😁,1,1,positive
😍,1,1,positive
🥰,1,1,positive
😁,1,1,positive
😁😁😁,3,1,positive
👍👍👍,3,1,positive
😂😂😂,3,1,neutral
❤️,2,1,positive
🙏,1,1,positive
😁,1,1,positive
💓,1,1,positive
🥰,1,1,positive
💕,1,1,positive
🥰,1,1,positive
😂,1,1,neutral
🥰🥰🥰,3,1,positive
😳,1,1,neutral
😁😁😁,3,1,positive
😁,1,1,positive
😁😁😁,3,1,positive
💪💪💪,3,1,positive
👌👌👌,3,1,positive
😁😁😁,3,1,positive
😳,1,1,neutral
🥰🥰🥰,3,1,positive
😂😂😂,3,1,neutral
Rocha,13,1,neutral
𝕳𝖊𝖗𝖓á𝖓𝖉𝖊✨☠️,17,1,neutral
🥰,1,1,positive
❤️❤️❤️,6,1,positive
😂😂😂,3,1,neutral
😭,1,1,neutral
🥰🥰🥰,3,1,positive
🥰🥰🥰,3,1,positive
❤️❤️❤️,6,1,positive
tengo el mtp b145 y es una chulada 100% recomendado [photo],59,11,neutral
el tiffany's no lo encuentro. pero soy feliz con estos. 🥲 me han dado algunos cumplidos con ellos.👌 [photo],107,19,positive
por finnnnn 😁 [photo],21,4,positive
empezamos con mi favorito: Qqbsgvt528wb w82ggwvvs-€+((@; b7278187cqhhj,70,7,neutral
check out mines 😎you will love them👌,36,7,positive
🔥🔥🔥,3,1,positive
yo lo compré en y todo perfecto,51,7,neutral
🔥🔥🔥,3,1,positive
🔥🔥🔥,3,1,positive
casio aq230ga-9dmq,18,2,neutral
Quien pone esos nombres 🤣… son raros de raros,45,9,neutral
Me gustó el primero y el último,31,7,neutral
😂,1,1,neutral
😋,1,1,positive
Casio AQ-230GA:,39,2,neutral
mtp- 1302pd-3av,15,2,neutral
💕💕💕,3,1,positive
🥰🥰🥰,3,1,positive
😝😝😝,3,1,positive
🥰🥰🥰,3,1,positive
Otras opciones parecidas al cuadrado de manilla de cuero? Busco uno con ese estilo,82,14,neutral
😁,1,1,positive
😁,1,1,positive
😂,1,1,neutral
😂,1,1,neutral
😁,1,1,positive
¿El LTP no es para damas?,25,6,neutral
🥰🥰🥰,3,1,positive
😁😁😁,3,1,positive
😂,1,1,neutral
😁😁😁,3,1,positive
🥰🥰🥰,3,1,positive
😂😂😂,3,1,neutral
😂😂😂,3,1,neutral
🥰🥰🥰,3,1,positive
😂😂😂,3,1,neutral
😁😁😁,3,1,positive
dónde los puedo comprar?,24,4,neutral
😁😁😁,3,1,positive
😂😂😂,3,1,neutral
😂😂😂,3,1,neutral
😂😂😂,3,1,neutral
🥰🥰🥰,3,1,positive
😁😁😁,3,1,positive
😂😂😂,3,1,neutral
🥰🥰🥰,3,1,positive
😁😁😁,3,1,positive
😁😁😁,3,1,positive
🥰🥰🥰,3,1,positive
🥰🥰🥰,3,1,positive
😂😂😂,3,1,neutral
Lo compras por alguna página?,29,5,neutral
😁😁😁,3,1,positive
el 1 y el 4 😳😳 el 1 lo quiero,29,10,neutral
El que más me gustó es el primero pero no me aprendí el nombre ya tu sabes,74,17,neutral
"Casio es brutal, máxime si hablamos de los Gshock. en los nombres,, siempre la cagan",84,15,negative
😳😳😳,3,1,neutral
los nombres es para confundirnos jajaj,38,6,neutral
Que vaaaaaa jaja mil casios mucho mejor,39,7,neutral
"el primero y el último están muy bonitos, el cuadrado compraste de mujer 😅",74,14,neutral
El último es una pasada!!!,26,5,neutral
Un poco saturao el micro,24,5,neutral
"Buen vídeo, pero el micrófono muy sensible",42,7,neutral
Yo tengo el EF-500 y me encanta,31,7,neutral
Tengo el primero y llevo mas o menos 10 años con el,51,12,neutral
Tissot prx,10,2,neutral
por qué los nombres tan largos de Casio?,40,8,neutral
casio mtp 1370d-1a2vd,21,3,neutral
Comenzamos por mi favorito: el mvp318639pisjquwofn18937193$pqufnaoq183919.$380 ✨,80,7,neutral
"digo yo, no le pueden poner algún nombre al reloj? en vez de mpt09jtwwk2?",73,14,neutral
quierooo,8,1,neutral
te falto el BCSPNE 302G,23,5,neutral
El primero!!!,13,2,positive
el primero una chulada,22,4,neutral
no le pudieron poner votelliita de jereZ,40,7,neutral
Prefiero un streptise!!!,24,3,neutral
Son como los coches chinos esos nombres!!,41,7,neutral
😂😂😂,3,1,neutral
Suazo,15,1,neutral
😂😂😂,3,1,neutral
"donde los puedo comprar, soy de El Salvador",43,8,neutral
"Me gusta el verde, y soy muy fan de Casio, pero me gustan más grandes…👍🏻",72,15,positive
"no se te oye, ponle más ganancia al micro",41,9,neutral
Rodriguez,16,1,neutral
"Tengo el primero en negro, iré a por los demás 😂 gracias por dejar los nombres que en verdad son un tostón",106,22,neutral
El que mas me gusta es el mas barato,36,9,neutral
😂😂😂 casio mdptdslihrb.....ya me quita las ganas de comprarlo,60,9,neutral
el mltm-z1b32-j4msd5-kopk67 en color amapolas caídas 😁,54,7,positive
Pues con esas denominaciones tan fáciles de aprender nos vamos a acordar de cuál es el que más nos gusta. A mí me gusta el MP32dbyfxbjy46gecjxcj3:?7?()?,152,26,neutral
el segundo sin duda 🥰,21,5,positive
Perdona pero los relojes q empiezan porLTP… son relojes diseñados para mujer,76,12,neutral
casi todos los que ha enseñado son para gente con la muñeca estrecha no para muñecas grandes,92,17,neutral
edifice Casio el mejor,22,4,neutral
Todos esos relojes tiene mi Abuelo.,35,6,neutral
Reloj mano derecha es raro llevarlo? me siento más cómodo llevándolo en ese lado 😅,82,15,neutral
Y no tienes el rd2d2. 5 ahdpga vfmwjahf djaurj? El mejor de su marca,68,14,neutral
El MTP 305M es top,18,5,neutral
Dónde se compra? lo necesito para mi esposo..,46,8,neutral
"Buenos relojes, mejores contraseñas wifi",40,5,neutral
yo solo el primero y el último,30,7,neutral
Te ha faltado el F91W,21,5,neutral
😁😁😁,3,1,positive
para chicas,11,2,neutral
el mejor es el quartz,21,5,neutral
el último es ajustable ono?,28,5,neutral
El primero es muy bonito,24,5,neutral
"el primero y el vt01b 👌 son joyitas, imposible no gustar a todos",64,13,positive
😂😂😂,3,1,neutral
Gracias a este vídeo ya sé qué reloj regalarle a mi hijo. Todos muy bonitos pero el primero y último me parecieron preciosos,124,23,neutral
los nombres sirven de contraseña para el wifi,45,8,neutral
barreto,13,1,neutral
"yo nunca volveré a un analógico. un smart watch es imprescindible para avisarte cuando te llaman, ver fecha y hora claramente, mensajes, pagar y mil cosas más",158,27,neutral
casino edifice 🙂‍↕️🙂‍↕️😮‍💨😮‍💨,29,3,neutral
👍👍👍👍,4,1,positive
Que opinas de Los tissot?,26,5,neutral
si eres jubilado están bien,27,5,neutral
El tercero es reloj de mujer,28,6,neutral
"MTP-1314PL-8AV con correa de piel, por menos de 50€. Con correa de acero también es bonito y elegante, pero la de piel con esfera negra 🥰",137,26,positive
Me he quedado en la segunda vocal del primer reloj,50,10,neutral
😳😳😳,3,1,neutral
"Son bonitos pero esos modelos lo malo que tiene que son latón, se ponen verde con el tiempo.",92,18,neutral
CUATRO RELOJES DE CASIO 🗣️🗣️📢📢,30,5,neutral
😳😳😳,3,1,neutral
el primer reloj esta chulo,26,5,neutral
"No los metan al agua, se me descompuso el mío",45,10,neutral
😁😁😁,3,1,positive
😁😁😁,3,1,positive
con que de acá sacaste la inspo SCOTT,44,8,neutral
😳😳😳,3,1,neutral
"el primero fue mi favorito, te diría el nombre pero es algo complicado jaja gracias por escribirlo",98,17,neutral
"yo tengo el MTP-1246, y queda muy bien",38,8,neutral
el último me gustó muchísimo,28,5,neutral
hay alguno que no tire los pelos? jajaja,40,8,neutral
"mmmmmm no son lo mío ninguno. soy más de relojes redondos, sencillos y de correa.",81,15,neutral
Y para mujeres girls,20,4,neutral
muy pequeños,12,2,neutral
😭😭😭,3,1,negative
🤩🤩🤩,3,1,positive
"No es broma tengo años AÑOS buscando el AQ-230GA-9DMQ, mi papá (QEPD) tenía uno y extravío en un accidente, ya sé como buscarlo gracias.",136,24,neutral
Tengo el primero pero en otro color,35,7,neutral
"para mi, el primero y el último...",34,7,neutral
AQ-230GA-9DMQ,13,1,neutral
el penultimo se ve más de mujer,31,7,neutral
😍😍😍,3,1,positive
🥰🥰🥰,3,1,positive
Dónde se compra en España????,39,5,neutral
👍👍👍,3,1,positive
😳😳😳,3,1,neutral
😂😂😂,3,1,neutral
EFR-S567 con cristal sátiro diamante negro ese lo tiene un tío y esta muy elegante la verdad el casio es una marca de años con los mejores relojes para mi,154,30,neutral
El A700 un digital muy bonito,29,6,neutral
1 y 4,5,3,neutral
Muy pequeños.,13,2,neutral
"sirven pa manos grandes? regularmente me quedan muy pequeños, como de dama",74,12,neutral
el AQ es de oro?,16,5,neutral
el dorado,9,2,neutral
🥰🥰🥰,3,1,positive
MTP B145D 2A1V 110 dólares en Perú 😩,36,8,neutral
Me gusta el casio XR63847JEIGIEJEHGKGIWYWUFNWNRBFUGUEJEBFKGIEUWJEJ-73748;JWKFIGIFURJRHRUEUWIDKF a ti cual?,106,8,neutral
🥺🥺🥺,3,1,neutral
عندي ثلاثة منهم,15,3,neutral
mejor un pp,11,3,neutral
cualquiera de esos reloj en argentina están a más de 100 dólares,64,12,neutral
Herrera necesito el primero en color verde o Tiffany's 😍,64,10,positive
no compres esos relojes mejor compra Casio mrw 200h 1b1v o compra un Casio Forester,83,15,neutral
papi no hay para hombre?,24,5,neutral
Y por menos de 100 bolívares?,29,6,neutral
💯💯💯,3,1,positive
"Donde se consiguen en México, alguien sabe?",43,7,neutral
Hermosos.. pero esos nombres jajaja,35,5,neutral
Cuando has dicho el primer nombre del modelo creía que era un vídeo parodia... 😅😅,81,15,neutral
El 3er reloj es de mujer,24,6,neutral
Soy demasiado buenos,20,3,neutral
"el penúltimo es pequeño porque es de Dama, en la pag dice xd",60,13,neutral
AQ,2,1,neutral
"Los hay mejores de Casio por un poco más, solares, radio controlados y de vestir en metal",89,17,neutral
"mi viejo me dio este casio de 1995 por ahí, es bueno? [photo]",61,13,neutral
hay de esos con las letras en arabe?,36,8,neutral
"Yo tengo un MTP-1303PD, (casi igual que el primero del vídeo) y es cierto, me han preguntado montones de veces por él. Me costó 50€ 😂",133,26,neutral
ni uno es bonito,16,4,neutral
Donde los puedo comprar?,24,4,neutral
Existe el ultimo pero con esfera color negro?,45,8,neutral
mejor crosby😍,13,2,positive
🥰🥰,2,1,positive
😍😍😍,3,1,positive
😂😂😂,3,1,neutral
😁😁😁,3,1,positive
Yo con mi Guess GT Phoenix negro con puntos blancos,51,10,neutral
es mejor el 1v4vp18xbx3938,26,4,neutral
Es seguro comprar relojes de Amazon amigos??,45,7,neutral
Algun plug o donde se consiguen en mexico?,42,8,neutral
Por q odian a pique 😂😂,22,6,neutral
todos por 8 euros en shein😂,27,6,neutral
el cuadrado evidentemente es de mujer 🙄,39,7,negative
🗿🗿🗿🗿,4,1,neutral
😍😍😍,3,1,positive
👌👌👌 ufff,8,2,positive
"Tengo 13 años pero quiero empezar en el mundo del estilismo, quedaría mal o raro si alguien de mi edad los empieza a usar? 🙂‍↕️",127,25,neutral
el primero y el segundo,23,5,neutral
Yo tengo el casio edifice efr s108d como daily driver jejeje,60,11,neutral
🥵🥵🥵,3,1,neutral
el mtp 1370D también es bello,29,6,neutral
Donde los compras?,18,3,neutral
Solo dos estan bien,19,4,neutral
Dónde los compro,16,3,neutral
el tercero parece un Cartier,28,5,neutral
El primero o el último ¿Serán buenos regalos de graduación de preparatoria?,75,12,neutral
el tercero siempre que lo busco aparece que es para mujer,57,11,neutral
mtp-1302PD-3AV,14,1,neutral
"Donde los puedo comprar, alguien me dice por favor?",51,9,neutral
jajaja old money dice 😂,23,5,neutral
Un Casio? Q horror…,20,4,neutral
😂😂😂,3,1,neutral
Parte 2?,8,2,neutral
Es modelo LTP son de mujer por eso el tamaño,44,10,neutral
el 3ro se me hace más para mujer,32,8,neutral
El dorado sin duda,18,4,neutral
Los nombres parecen las contraseñas que el iPhone genera automáticamente,72,10,neutral
El último,9,2,neutral
una pagina para comprar por favor,33,6,neutral
Y para mujeres?,16,3,neutral
Tengo el primero con placa negra y es full estético,51,10,neutral
😁😁😁,3,1,positive
😳😳😳,3,1,neutral
muestra el Casio modelo cronogrsfo en metal,43,7,neutral
el primero 😍😍😍,14,3,positive
Uff que buenas recomendaciones,30,4,neutral
Lo lindo q sos,14,4,neutral
tercero está hermoso,20,3,neutral
mejor un Bulova,15,3,neutral
todas unas super máquinas... el último el favorito,51,8,neutral
haz uno para las mujeres,24,5,neutral
Y para dama??? 😩,16,4,neutral
El 1ro se ve precioso,21,5,neutral
"Pueden ser muy buenos y todo lo que quieras, pero bien no se ven. Son anticuados y se ven baratos (evidentemente son baratos)…",126,23,neutral
el verde me encantó 😎,21,5,positive
Donde los puedo comprar?,25,4,neutral
El primero y el último (en mi opinión) los mejores 🔥🗿,53,11,neutral
🥰🥰🥰,3,1,positive
😳😳😳,3,1,neutral
"el AQ-230 es una belleza, el plteado y el oro",45,10,neutral
cambiaste un Rolex por un Casio 🎵,33,7,neutral
Haz uno de Casio para mujeres 🥰🥰,32,7,positive
vaya nombres,12,2,neutral
el primero me parece más elegante,33,6,neutral
"Hermosos relojes, sin embargo reclamar por los nombres cuando tienen a “Lobezno” y “Onda Vital” me parece por lo poco, pícaro! Saludos desde chile",146,24,neutral
solo me gustó el primero y el último,36,8,neutral
ortz,9,1,neutral
🥺🥺🥺,3,1,neutral
No cuadran,10,2,neutral
"yo tengo un AQ que también es doble hora pero la digital la tiene por fuera de la analogía, una joya también",108,22,neutral
el primero de esfera verde me ha encantado. Voy a ver si lo veo en Tiffany porque tiene que ser elegante tambien,112,22,neutral
AQ-23OGA-9DMQ,13,1,neutral
si tan solo hicieran el logo de casio mas chiquito.,51,10,neutral
"la mayoría de la línea edifice son elegantes, no se puede ir mal con ellos",74,15,neutral
🍒 esto regalame,25,3,neutral
Pero te falto el Casio 6969Alfarotoplasgigachatrosinante-tucanesdetijuana-Pro,77,6,neutral
Donde lo puedo comprar?,24,4,neutral
Uf! Que bonitos 🔥,17,4,positive
mtp1302pd3av,12,1,neutral
y dónde los compró?,19,4,neutral
Yo tengo el Tiffany súper bien reloj,36,7,neutral
el segundo me lo compré vi que era de plástico y lo devolví,59,13,neutral
cuál un sitio seguro para comprarlos??,39,6,neutral
La elegancia está en el F91W🥰,29,6,positive
Casio no será Venezolano con esos nombres que parecen trabalenguas,66,10,neutral
Los nombres pueden variar dependiendo en qué país estás?? Porque el de color tiffany a mi me sale el nombre MTP-1302D-2A2JF,124,21,neutral
en este Casio?,14,3,neutral
"mi papá tiene uno que me dio que tiene mas de 15 años con el, es el MTP 1247",76,19,neutral
Alguien sabe un buen lugar pars comrparlos en Perú?,51,9,neutral
A NO LE GUSTA ESTE VÍDEO 😂😂,36,7,neutral
los verdaderos old money son los de correa de piel,50,10,neutral
A mí me ha gustado el R2D2 C3PO TANGO CHARLIE 11:30 ZULÚ,56,12,neutral
"Queda muy bien en la muñeca… no, si quieres me lo pongo en el cuello",68,15,neutral
No money diría yo,17,4,neutral
deberían poner nombres más sencillos,36,5,neutral
el primero en su versión tifanny es hermoso,43,8,neutral
Vintage!! Sin duda 👌,21,4,positive
En lo que otros quieren gastar miles de dólares en un reloj otros no tienen que gastar para tener flow caro 🫡,109,22,neutral
mi interessa verde tiffany,26,4,neutral
Todos son pequeños en muñeca.,29,5,neutral
Me gusta más el Casio en verde que en color Tiffanys,52,11,neutral
Los juntas todo y te dan el código para desactivar bomba ☢️,59,12,neutral
yo con muñeca pequeña,21,4,neutral
menos de 100€? JAJAJA,21,4,neutral
Grande imán Gadzhi,18,3,neutral
😂😂😂,3,1,neutral
"También está el que salió en casino royale, está bien de precio para el reloj que es",84,17,neutral
el mtp con un buen outfit que le ayude a resaltar quedaria 🤩🤩,61,13,positive
"donde encuentro el primero bro, quiero el mtp en color azul marino",66,12,neutral
🤍,7,1,neutral
Todos esos modelos cae mejor en muñecas delgadas,48,8,neutral
Bro y donde dejas el marlin,27,6,neutral
Alguien sabe donde puedo conseguirlos?,38,5,neutral
son resistentes al agua?,24,4,neutral
"10 euros por wallapop un casio con calculadora ochentero y quedas mas que elegante, el crak de los bussiness xddddd",115,20,neutral
El tercero lo veo por tamaño más para mujer.,44,9,neutral
Baja la ganancia del micro,26,5,neutral
twngo el primero en turquesa..una pasada,41,6,neutral
El primero se ve muy bien es parecido el diseño un poco a un rolex no recuerdo exactamente el modelo,100,20,neutral
tengo el primero en blanco y me costo 20$ en amazon,51,11,neutral
El equivalente pero para mujeres porfi 🥹,40,7,neutral
Que les hace pensar a estos “Influencer” que el sonido realmente es mejor con un microfono saturando y pegado completamente a la garganta?,138,23,neutral
Los nombres son contraseñas del wifi 🥲,38,7,neutral
"mucho dinero para relojes, poco o nada para un micro sin saturación 😢",69,13,negative
"Y con la garantia Casio, que sabes que te va a durar toda la vida.",66,15,neutral
Como satura el micro...,23,4,neutral
"f-91w, mi favorito",18,3,neutral
El primero y el pequeño retro me han encantado 😍,48,10,positive
página por favor de donde conseguirlos 🙏,40,7,positive
"El error de casio la caja es muy chica, parecen relojes de vieja",64,13,neutral
sii muy pequeño,15,3,neutral
tengo el primero,16,3,neutral
todo bien menos los nombres,27,5,neutral
Casio mtp-1302pd-3av,20,2,neutral
y esas coordenadas donde me llevan al One piece,47,9,neutral
😍 [photo],9,2,positive
"relojes cómo el último, pero de 44mm o más?",43,9,neutral
"Si, yo me identifico con el primero",35,7,neutral
Tengo el primero en Tiffany y es tremendo! 😃,44,9,positive
Pero son automáticos?,21,3,neutral
uff el primero me flipa😍,24,5,positive
😳😳😳,3,1,neutral
"Mis próximas compras, les he visto todos y todos los quiero",59,11,neutral
esos en temu 5euros todos,25,5,neutral
"Tengo el DEP-600 DIVER SCUBA 200m y solo le he cambiado la pila, desde 1997 lo tengo…😍😍",87,17,positive
Hijo d Iker casillas,20,4,neutral
yo tengo el segundo! 🙌🏽,23,5,positive
Los primos de c3po,18,4,neutral
"La elegancia la llevo implícita en mi, sin necesidad de relojes ni historias",76,13,neutral
INVICTA SE LOS LLEVA A ESOS MODELOS POR EL MISMO PRECIO,55,11,neutral
El nombre de los modelos es súper intuitivo,43,8,neutral
Anse no me salías hace un año 🥲,31,8,neutral
En Perú están mucho más caros.,30,6,neutral
"el primero y el último me parecen iguales, cuál es la diferencia?",65,12,neutral
alguien sabe dónde se pueden comprar en Colombia?,49,8,neutral
a mí me gusta el RFYGHJY-76FTGY543-FTYUJHIO-76v1HUYJ-76GTYG65GFV-GHJITEVAK En color dorado,90,9,neutral
Donde los puedo comprar?,24,4,neutral
Soy fanatico de los relojes y no tengo ni uno 😞.,48,11,negative
Me quedó con el primero💀.,25,5,neutral
Pero donde es que los puedo comprar.,36,7,neutral
No me gusta ninguno demasiado clásicos,38,6,neutral
Yo me compré el MTP1183e-7A para uso diario,43,8,neutral
micro relojes con mega nombres?,31,5,neutral
el primero 😍,12,3,positive
Donde los consigo en Perú? 😅 Aquí los venderán 3x su precio normal,66,13,neutral
Alguien sabe donde se puede comprar o alguna página de internet donde comprar relojes soy de latam,98,17,neutral
"Hola, en Madrid donde se pueden comprar!?",41,7,neutral
casio es cumplidor.. siempre da la hora.. que para eso.son los relojes.. numero.1 siempre,107,14,neutral
"El nombre del reloj parece un código de clave more. Tuve el primero y la verdad que bueno, no, lo siguiente. Buenísimo. Me duro 15 años. y ya no daba más el pobre.",163,33,neutral
👱🏻‍♀️,8,1,neutral
Algún old money digital? 😌,26,5,neutral
@✈️💤,4,1,neutral
Si pero donde los venden😬,25,5,neutral
Y donde los compro?,20,4,neutral
El primero pero así como dice a lo mejor en otro color quede mejor otro! Muy elegantes todo,91,18,positive
"una vez vi uno, parecido al apple whatch",40,8,neutral
el pequeño lo venden para dama,30,6,neutral
"por dónde lo puedo conseguir,soy de la república dominicana",59,9,neutral
Gutierrez,19,1,neutral
Ahora hace un video de Bulova 👀,31,7,neutral
FLDSMDFR,8,1,neutral
Son todos horribles,19,3,neutral
Están muy lindos lo podrías hacer con relojes de mujer,54,10,neutral
Me encanta cuando dice y “puedes ver la hora” 😂😂😂😂,50,10,neutral
De este estilo de Casio el que más me gusta a mí es el mtp-1370l-1a.,68,15,neutral
Parece que para los nombres pusieron a Yolanda Díaz a teclear,61,11,neutral
cual es el casio con color tifany?,34,7,neutral
la idea es que compre para aparentar que soy elegante no? 🤔,59,12,neutral
puedes hacer el mismo video pero para mujer?,44,8,neutral
parece que el tío que pone los nombres de los Casio es el mismo que pone los nombres de los androides de star wars 😂,116,25,neutral
mi favorito es el KM2458gFOM24848283#€&π,40,5,neutral
el primero>>> el resto,22,4,neutral
"Gracias Iker casillas, aunque me gustabas más cuando eras portero",65,10,neutral
Lo de poner -100 en vez de <100 me ha quemado las retinas,57,13,neutral
No tienen calculadora ☹️,24,4,negative
Bro acércate un poco más que no se escucha,42,9,neutral
El 3 ni regalado,16,4,neutral
El último es el que más me gusta. A tí te queda todo bien 😜,59,15,positive
te quedan todos muy bien ☺️,27,6,positive
