user,user_id,text,like,reply_count,timestamp,fecha_legible,tipo_de_item,emocion,comment_length,time
gaby,gabi.capr,,0,0,1742870688,2025-03-24 21:44:48,moda,testimonio,3,2025-03-24 21:44:48
gaby,gabi.capr,,0,0,1742870691,2025-03-24 21:44:51,moda,frustracion,3,2025-03-24 21:44:51
gaby,gabi.capr,,0,0,1742870692,2025-03-24 21:44:52,moda,consulta,3,2025-03-24 21:44:52
gaby,gabi.capr,,0,0,1742870693,2025-03-24 21:44:53,moda,frustracion,3,2025-03-24 21:44:53
gaby,gabi.capr,,0,0,1742870694,2025-03-24 21:44:54,moda,frustracion,3,2025-03-24 21:44:54
gaby,gabi.capr,,0,0,1742870694,2025-03-24 21:44:54,moda,queja,3,2025-03-24 21:44:54
gaby,gabi.capr,,0,0,1742870694,2025-03-24 21:44:54,moda,sorpresa,3,2025-03-24 21:44:54
gaby,gabi.capr,,0,0,1742870693,2025-03-24 21:44:53,moda,testimonio,3,2025-03-24 21:44:53
gaby,gabi.capr,,0,0,1742870695,2025-03-24 21:44:55,moda,sorpresa,3,2025-03-24 21:44:55
gaby,gabi.capr,,0,0,1742870694,2025-03-24 21:44:54,moda,testimonio,3,2025-03-24 21:44:54
gaby,gabi.capr,,0,0,1742870629,2025-03-24 21:43:49,moda,entusiasmo,3,2025-03-24 21:43:49
gaby,gabi.capr,,0,0,1742870631,2025-03-24 21:43:51,moda,consulta,3,2025-03-24 21:43:51
gaby,gabi.capr,,0,0,1742870630,2025-03-24 21:43:50,moda,satisfaccion,3,2025-03-24 21:43:50
gaby,gabi.capr,,0,0,1742870631,2025-03-24 21:43:51,moda,decepcion,3,2025-03-24 21:43:51
gaby,gabi.capr,,0,0,1742870630,2025-03-24 21:43:50,moda,queja,3,2025-03-24 21:43:50
gaby,gabi.capr,,0,0,1742870632,2025-03-24 21:43:52,moda,satisfaccion,3,2025-03-24 21:43:52
gaby,gabi.capr,,0,0,1742870632,2025-03-24 21:43:52,moda,queja,3,2025-03-24 21:43:52
gaby,gabi.capr,,0,0,1742870633,2025-03-24 21:43:53,moda,confusion,3,2025-03-24 21:43:53
gaby,gabi.capr,,0,0,1742870633,2025-03-24 21:43:53,moda,testimonio,3,2025-03-24 21:43:53
gaby,gabi.capr,,0,0,1742870636,2025-03-24 21:43:56,moda,testimonio,3,2025-03-24 21:43:56
gaby,gabi.capr,,0,0,1742870639,2025-03-24 21:43:59,moda,decepcion,3,2025-03-24 21:43:59
gaby,gabi.capr,,0,0,1742870640,2025-03-24 21:44:00,moda,sorpresa,3,2025-03-24 21:44:00
gaby,gabi.capr,,0,0,1742870643,2025-03-24 21:44:03,moda,testimonio,3,2025-03-24 21:44:03
gaby,gabi.capr,,0,0,1742870625,2025-03-24 21:43:45,moda,testimonio,3,2025-03-24 21:43:45
rosariogdc,rosariogdc,,0,0,1742785839,2025-03-23 22:10:39,moda,queja,3,2025-03-23 22:10:39
dadiva presents,d_a_d_i_v_a,,0,0,1742782422,2025-03-23 21:13:42,moda,entusiasmo,3,2025-03-23 21:13:42
isabel crespo,mariaisabelcrespo38,,0,0,1742734240,2025-03-23 07:50:40,moda,decepcion,3,2025-03-23 07:50:40
detalles personalizados ,latiendadelamor,,0,0,1742720836,2025-03-23 04:07:16,moda,frustracion,3,2025-03-23 04:07:16
kari ,karinajoanalopezm,,0,0,1742621762,2025-03-22 00:36:02,moda,satisfaccion,3,2025-03-22 00:36:02
celeste santos,mariacsantos23,,0,0,1742612762,2025-03-21 22:06:02,moda,frustracion,3,2025-03-21 22:06:02
anita,anamariatorresssss,,0,0,1742500651,2025-03-20 14:57:31,moda,sorpresa,3,2025-03-20 14:57:31
mari,rociomarisoltocas,,0,0,1742097965,2025-03-15 23:06:05,moda,testimonio,3,2025-03-15 23:06:05
soni@,soni0327,,0,0,1741219973,2025-03-05 19:12:53,moda,frustracion,3,2025-03-05 19:12:53
dana,dana59180,,0,0,1738170191,2025-01-29 12:03:11,moda,sorpresa,3,2025-01-29 12:03:11
hilda,hilda_hilda_hilda,,0,0,1737573246,2025-01-22 14:14:06,moda,decepcion,3,2025-01-22 14:14:06
thatigpc,thatigpc,,0,0,1733694398,2024-12-08 16:46:38,moda,frustracion,3,2024-12-08 16:46:38
m.rosa,rostejac,,0,0,1731370741,2024-11-11 19:19:01,moda,satisfaccion,3,2024-11-11 19:19:01
claudia,fernandacab_16,@junior malca,0,0,1718202791,2024-06-12 09:33:11,moda,decepcion,13,2024-06-12 09:33:11
clelia gomez,cleliagomez,,0,0,1717043829,2024-05-29 23:37:09,moda,satisfaccion,3,2024-05-29 23:37:09
bea.d,bea.d11,@cynthia flores,0,0,1698611468,2023-10-29 15:31:08,moda,testimonio,15,2023-10-29 15:31:08
,geraldine_alvz,@ quiero todos ,0,0,1697668268,2023-10-18 17:31:08,moda,frustracion,15,2023-10-18 17:31:08
sasy riquelme ,sasyriquelme,@camila miraaa,0,0,1694919672,2023-09-16 22:01:12,moda,queja,14,2023-09-16 22:01:12
manguito,manguitobb31,@layumi ya ps,0,0,1694809110,2023-09-15 15:18:30,moda,queja,13,2023-09-15 15:18:30
mary tippe,marystella157,,0,0,1694718168,2023-09-14 14:02:48,moda,confusion,3,2023-09-14 14:02:48
milagros rosalinda c,milagrosrosalinda,,0,0,1694658807,2023-09-13 21:33:27,moda,frustracion,3,2023-09-13 21:33:27
dany123,danytrujillo309,,0,0,1694660255,2023-09-13 21:57:35,moda,consulta,3,2023-09-13 21:57:35
karol vera,karolveram,@angel ruiz ,0,0,1694581948,2023-09-13 00:12:28,moda,confusion,12,2023-09-13 00:12:28
zhanii gu,zhaniigu,@olenka fachin,0,0,1694559296,2023-09-12 17:54:56,moda,entusiasmo,14,2023-09-12 17:54:56
meli,dreamsoveryoualways,,0,0,1694559462,2023-09-12 17:57:42,moda,confusion,3,2023-09-12 17:57:42
steysi.alfaro,steysi12273737283,puedes probar tambien los labiales de @kylie cosmetics,0,0,1694545210,2023-09-12 14:00:10,moda,confusion,54,2023-09-12 14:00:10
gasdaly guevara sc,gasdalyguevarasc,@lily jhanet,0,0,1694529606,2023-09-12 09:40:06,moda,queja,12,2023-09-12 09:40:06
yadira chamba,yadirachamba1,@xiomaralopez,0,0,1694477326,2023-09-11 19:08:46,moda,frustracion,13,2023-09-11 19:08:46
jannet karina,jannetkarina0,,0,0,1694278481,2023-09-09 11:54:41,moda,sorpresa,3,2023-09-09 11:54:41
jannet karina,jannetkarina0,,0,0,1694278554,2023-09-09 11:55:54,moda,frustracion,3,2023-09-09 11:55:54
arlett villafana,arlettvillafana,@lua:b,0,0,1693195965,2023-08-27 23:12:45,moda,frustracion,6,2023-08-27 23:12:45
norah marcelo,norahmarcelo,@free,0,0,1693196981,2023-08-27 23:29:41,moda,satisfaccion,5,2023-08-27 23:29:41
claudia lopez eneque,claudialoen,@marlyn,0,0,1693191780,2023-08-27 22:03:00,moda,confusion,7,2023-08-27 22:03:00
leoncita_310,leoncita_310,@javier huanca tintay,0,0,1693192140,2023-08-27 22:09:00,moda,confusion,21,2023-08-27 22:09:00
la pepa del queso,yoaanavillalobos,,0,0,1693187127,2023-08-27 20:45:27,moda,confusion,3,2023-08-27 20:45:27
pitherfloresg,pitherfloresgonzales,,0,0,1693187370,2023-08-27 20:49:30,moda,consulta,3,2023-08-27 20:49:30
klarexhitarh,klarexhitarh,,0,0,1693178276,2023-08-27 18:17:56,moda,consulta,3,2023-08-27 18:17:56
violeta.hermosa,jaq.v91,@francishc21 ,0,0,1693174262,2023-08-27 17:11:02,moda,decepcion,13,2023-08-27 17:11:02
aleg,alewarrior12,@mayyyy,0,0,1693172494,2023-08-27 16:41:34,moda,entusiasmo,7,2023-08-27 16:41:34
delia medina632,deliamedina632,@arianne,0,0,1693171806,2023-08-27 16:30:06,moda,decepcion,8,2023-08-27 16:30:06
geral,geral7122,@nayeli santos tocto necesitamos,0,0,1693171301,2023-08-27 16:21:41,moda,entusiasmo,32,2023-08-27 16:21:41
mariana y cesar ,marianalinares07,@bethhh,0,0,1693170557,2023-08-27 16:09:17,moda,sorpresa,7,2023-08-27 16:09:17
mar zavaleta,marzavaleta71,@coco delgado,0,0,1693169840,2023-08-27 15:57:20,moda,satisfaccion,13,2023-08-27 15:57:20
lilianitha ochante ,lilianithaoc,@gaby2313,0,0,1693169681,2023-08-27 15:54:41,moda,entusiasmo,9,2023-08-27 15:54:41
arleth,aligdomexpro,@veradubal,0,0,1693166549,2023-08-27 15:02:29,moda,sorpresa,10,2023-08-27 15:02:29
demipatronjeshua,kendra_diazm17,@la unica grenita,0,0,1693167978,2023-08-27 15:26:18,moda,sorpresa,17,2023-08-27 15:26:18
erika.,kikinha_flo,"muy bueno me encantan ,,,a pesar de usar mascarilla no transfer....compren originales...no se dejen sorprender....",0,0,1692540147,2023-08-20 09:02:27,moda,entusiasmo,114,2023-08-20 09:02:27
karen hann,hannaminna1,pues muy glossing no se ve jajaja,0,0,1693146652,2023-08-27 09:30:52,moda,entusiasmo,33,2023-08-27 09:30:52
sara vera vasquez,saraveravasquez,q tono le queda a una morens,0,0,1693146804,2023-08-27 09:33:24,moda,entusiasmo,28,2023-08-27 09:33:24
sagitario,sagitario12_14,si son muy buenos ,0,0,1693146956,2023-08-27 09:35:56,moda,entusiasmo,18,2023-08-27 09:35:56
didi,didi_1015,@shey ,0,1,1693147138,2023-08-27 09:38:58,moda,testimonio,6,2023-08-27 09:38:58
techii,techii93,te quedan muy bonitos amiga es importante saber los colores que te quedan,0,0,1693147275,2023-08-27 09:41:15,moda,confusion,73,2023-08-27 09:41:15
jhilary eliana,jhilaryeliana22,@xim ya vez mana te dije pense que era la unica que se le salia el labial,0,0,1693147336,2023-08-27 09:42:16,moda,testimonio,73,2023-08-27 09:42:16
alisonyosary,alisonyosary,el 105 bello,0,0,1693147346,2023-08-27 09:42:26,moda,queja,12,2023-08-27 09:42:26
ceciliamedina396,ceciliamedina396,"no dura,nada queda todo en la taza jaajaj,al medio dia ya no queda nada,se sale todo...",0,0,1692526970,2023-08-20 05:22:50,moda,testimonio,87,2023-08-20 05:22:50
sspts l psmd,suspiritoslapresumida,"es horrible este producto , re deja el labio cuarteado feisimo ..no lo recomiendo",0,0,1693147557,2023-08-27 09:45:57,moda,satisfaccion,81,2023-08-27 09:45:57
grey ,cesinicol,esos no secan en mate? ,0,1,1693147569,2023-08-27 09:46:09,moda,confusion,23,2023-08-27 09:46:09
soledadhuarancca fernadez,soledadhuarancca6,me gusta el 110 y el 115 ..precio por favor,0,0,1693147600,2023-08-27 09:46:40,moda,entusiasmo,43,2023-08-27 09:46:40
multifacetico charming,adancruces6,,0,0,1693147662,2023-08-27 09:47:42,moda,confusion,3,2023-08-27 09:47:42
christinne ramirez a,christinne_marlene,"son super malos, los compre todos y perdida de dinero",0,0,1692521098,2023-08-20 03:44:58,moda,decepcion,53,2023-08-20 03:44:58
mis 2 tesoros,m.mercedes123,yo quiero comprar,0,0,1693147875,2023-08-27 09:51:15,moda,sorpresa,17,2023-08-27 09:51:15
kokiatsu,kokiatsu,a mi si me duraaa pero no me gustan los tonos ,0,0,1692520176,2023-08-20 03:29:36,moda,entusiasmo,46,2023-08-20 03:29:36
daibelin27,daibelin27,los claros le quedan mejor ,0,0,1693148057,2023-08-27 09:54:17,moda,satisfaccion,27,2023-08-27 09:54:17
carito,cariito1989,no pasa nada no dura y por mas que lo muevas con el tiempo se pone agua,0,0,1693148071,2023-08-27 09:54:31,moda,testimonio,71,2023-08-27 09:54:31
rocio asmat,chioasmat,@lizeth valverde,0,1,1693148103,2023-08-27 09:55:03,moda,entusiasmo,16,2023-08-27 09:55:03
citlalita aranda rom,citlalaranda,no sirve,0,0,1692506043,2023-08-19 23:34:03,moda,consulta,8,2023-08-19 23:34:03
nonny paco,nonnypaco,ninguno es como de la primer chica,0,0,1693148358,2023-08-27 09:59:18,moda,consulta,34,2023-08-27 09:59:18
yasmin rueda garces,yas.nrg,"es ligero, no dura y con el tiempo solo sale gloss el color ya no",0,0,1693148373,2023-08-27 09:59:33,moda,testimonio,65,2023-08-27 09:59:33
marip,mripe10,mas informacion,0,0,1693148477,2023-08-27 10:01:17,moda,testimonio,15,2023-08-27 10:01:17
celeste,yocelete,mentira yo tengo y no duro tanto..,0,0,1693148485,2023-08-27 10:01:25,moda,consulta,34,2023-08-27 10:01:25
marilu cardenas taipe,marilucardenas25,precio,0,0,1693148525,2023-08-27 10:02:05,moda,entusiasmo,6,2023-08-27 10:02:05
,sandralaurahachovalencia,no.me interesa,0,0,1693148662,2023-08-27 10:04:22,moda,satisfaccion,14,2023-08-27 10:04:22
dilciafernandezca,dilciafernandezca,dijieron que contiene plomo no pasa nada,0,0,1693148663,2023-08-27 10:04:23,moda,decepcion,40,2023-08-27 10:04:23
,_karliiitaaa,q bonitos quiero todos,0,0,1693148669,2023-08-27 10:04:29,moda,confusion,22,2023-08-27 10:04:29
avilatelierperu,avilatelierperu,"yo tengo y se pela feo, te reseca los labios y no queda como muestran aqui",0,0,1693148741,2023-08-27 10:05:41,moda,consulta,74,2023-08-27 10:05:41
lili@nit@siempre ,lilianacallao,precio,0,0,1693148868,2023-08-27 10:07:48,moda,queja,6,2023-08-27 10:07:48
dany,dany_23_1,yo tengo como 3 y son malisimos ,0,0,1692505036,2023-08-19 23:17:16,moda,decepcion,32,2023-08-19 23:17:16
diana ,roselyn.dmg,no es cruelty free ,0,0,1693149046,2023-08-27 10:10:46,moda,queja,19,2023-08-27 10:10:46
jessmaet,jessmaet,tiene plomo,0,0,1693149053,2023-08-27 10:10:53,moda,satisfaccion,11,2023-08-27 10:10:53
vanessa ,vanessaguerrero1523,@deysiticlla28,0,0,1693149195,2023-08-27 10:13:15,moda,confusion,14,2023-08-27 10:13:15
mia kalesi,karinainocencioalania,yo quiero,0,0,1693149197,2023-08-27 10:13:17,moda,consulta,9,2023-08-27 10:13:17
la nortenita,blanquita1112,no es toxico? estan hermosos ,0,0,1693149309,2023-08-27 10:15:09,moda,entusiasmo,29,2023-08-27 10:15:09
stefany enriquez,stefany.1110,lo quiero,0,0,1693149324,2023-08-27 10:15:24,moda,queja,9,2023-08-27 10:15:24
lazymaquisxd,lazymaquisxd,,0,0,1693149404,2023-08-27 10:16:44,moda,consulta,3,2023-08-27 10:16:44
delila,delilacarrascocutin,,0,0,1693149481,2023-08-27 10:18:01,moda,frustracion,3,2023-08-27 10:18:01
cristy gonzalez,cristinagonzal594,precio,0,0,1692503247,2023-08-19 22:47:27,moda,decepcion,6,2023-08-19 22:47:27
andrea ,clest2508,me encantan ,0,0,1693149511,2023-08-27 10:18:31,moda,entusiasmo,12,2023-08-27 10:18:31
la.kapowski,kapowski20,@raquelmr.02 este es mi perfil ,0,0,1693149538,2023-08-27 10:18:58,moda,queja,31,2023-08-27 10:18:58
maybeyboutique,maybey_boutique,precio los mate,0,0,1693149635,2023-08-27 10:20:35,moda,sorpresa,15,2023-08-27 10:20:35
 ,allison.alopez,ame el tono 10,0,0,1693149644,2023-08-27 10:20:44,moda,frustracion,14,2023-08-27 10:20:44
gianni salgado,giannisalgado,25 mi favorito ,0,0,1692502276,2023-08-19 22:31:16,moda,sorpresa,15,2023-08-19 22:31:16
susy,susycarahuatay,donde lo consigo,0,0,1693149705,2023-08-27 10:21:45,moda,testimonio,16,2023-08-27 10:21:45
nancy ramirez,nancyramirez461,donde se compra,0,0,1693149816,2023-08-27 10:23:36,moda,sorpresa,15,2023-08-27 10:23:36
maritza,maritza_rodriguez03,precio por fa,0,0,1693149935,2023-08-27 10:25:35,moda,entusiasmo,13,2023-08-27 10:25:35
gonzalez chacon,gonzalez.chacon,eso contiene plomo y hace dano,0,0,1693149973,2023-08-27 10:26:13,moda,consulta,30,2023-08-27 10:26:13
maryluna diaz,marylunadiaz2,precio?,0,0,1693149978,2023-08-27 10:26:18,moda,testimonio,7,2023-08-27 10:26:18
natyy ,natyy._prtxv,@roy fearless,0,0,1693150039,2023-08-27 10:27:19,moda,frustracion,13,2023-08-27 10:27:19
mafer guru368,maferguru,@marcelasoriag hermosos todos ,0,0,1692497895,2023-08-19 21:18:15,moda,queja,30,2023-08-19 21:18:15
natz,natzvalerio,@less ,0,0,1693150193,2023-08-27 10:29:53,moda,satisfaccion,6,2023-08-27 10:29:53
crisalidaaaa,crisalidaaaa,que precio bella ?,0,0,1693150258,2023-08-27 10:30:58,moda,consulta,18,2023-08-27 10:30:58
antu i ugc,antu1399,"no dura, el que si dura bastante son los de esika!!",0,0,1693150282,2023-08-27 10:31:22,moda,testimonio,51,2023-08-27 10:31:22
alep <3,alep_v,"no puedo creer los comentarios . es mi labial favorito, no transfiere nada y dura un monton.",0,0,1693150335,2023-08-27 10:32:15,moda,testimonio,92,2023-08-27 10:32:15
rosy ,rosagamezrivas,los mate son super mejores,0,0,1693150341,2023-08-27 10:32:21,moda,sorpresa,26,2023-08-27 10:32:21
ludena,usercb0nl2q40j,"cada vez q entro a tiktok lo veo, q fastidio en verdad xd",0,0,1693150457,2023-08-27 10:34:17,moda,sorpresa,57,2023-08-27 10:34:17
vilma,soniavilmahuaytallahuam1,precio xf,0,0,1693150512,2023-08-27 10:35:12,moda,testimonio,9,2023-08-27 10:35:12
lizzy lizzy ,lizzyhinostroza,@sheyla mirella,0,0,1693150541,2023-08-27 10:35:41,moda,consulta,15,2023-08-27 10:35:41
kathe ,katherine_noemi1,el 105 es el bonitoo,0,0,1693150542,2023-08-27 10:35:42,moda,confusion,20,2023-08-27 10:35:42
@belindasteel.pe,belindasteel.pe,"si dura, comes y queda igual, pero lo es a prueba de besos",0,0,1692492338,2023-08-19 19:45:38,moda,testimonio,58,2023-08-19 19:45:38
anita maris castillo ,anitalaunika09,mentira nooo dura nada,0,0,1693150747,2023-08-27 10:39:07,moda,testimonio,22,2023-08-27 10:39:07
kitty ,saraics1212,aquequi eres,0,0,1693150939,2023-08-27 10:42:19,moda,frustracion,12,2023-08-27 10:42:19
teresapradogutier,teresapradogutier,es libre de plomo?,0,0,1693150944,2023-08-27 10:42:24,moda,queja,18,2023-08-27 10:42:24
mariel soto,callmemarielsoto,@@andre,0,0,1693150988,2023-08-27 10:43:08,moda,queja,7,2023-08-27 10:43:08
trey,dream17_love,"me encanto el 10,precio x favor y donde lo puedo adqirir",0,0,1693151031,2023-08-27 10:43:51,moda,entusiasmo,56,2023-08-27 10:43:51
teresapradogutier,teresapradogutier,todo te lo comes o tomas! ,0,0,1693151050,2023-08-27 10:44:10,moda,entusiasmo,26,2023-08-27 10:44:10
peruana en canada,yami.in.canada,no dura el de brillo,0,0,1693151106,2023-08-27 10:45:06,moda,testimonio,20,2023-08-27 10:45:06
emnis,emnismarchenajaur,donde venden,0,0,1693151310,2023-08-27 10:48:30,moda,consulta,12,2023-08-27 10:48:30
milagros,user12242795,donde lo puedo comprar,0,0,1693151364,2023-08-27 10:49:24,moda,frustracion,22,2023-08-27 10:49:24
bettybell maar,bea.aragon,cual es el tono de la modelo q se ve con mucho gloss,0,0,1693151379,2023-08-27 10:49:39,moda,queja,52,2023-08-27 10:49:39
pilis ,pilisperu,"yo lo vendo, me encuentro en comas ",0,4,1693151511,2023-08-27 10:51:51,moda,sorpresa,35,2023-08-27 10:51:51
mariaelenayauriro,mariaelenayauriro,me encantan yo quiero ,0,1,1693151553,2023-08-27 10:52:33,moda,entusiasmo,22,2023-08-27 10:52:33
mever,mever._,como es posible que todos lo colores te queden bien y yo aun no puedo encontrar uno que me quede ,0,0,1692484526,2023-08-19 17:35:26,moda,satisfaccion,97,2023-08-19 17:35:26
nycole,idk_nycole,ameee,0,0,1693151674,2023-08-27 10:54:34,moda,sorpresa,5,2023-08-27 10:54:34
diosprimero86,diosprimero86,no pasa nada con esos labiales. se va rapido,0,0,1693151712,2023-08-27 10:55:12,moda,satisfaccion,44,2023-08-27 10:55:12
beatrizalvaradoar,beatrizalvaradoar,el numero 100 precio,0,0,1693151774,2023-08-27 10:56:14,moda,entusiasmo,20,2023-08-27 10:56:14
miriam munoz,solemiri2008,uso el red hot 25.,0,2,1693151832,2023-08-27 10:57:12,moda,decepcion,18,2023-08-27 10:57:12
marianet,carolina.hoby,la primera modelo ne queda buen brillante a la otra no brilla,0,0,1693151835,2023-08-27 10:57:15,moda,testimonio,61,2023-08-27 10:57:15
 aanichi0401 ,aanichi.04,alguien sabe como vender,0,0,1693151994,2023-08-27 10:59:54,moda,consulta,24,2023-08-27 10:59:54
luciana cedron,lucianacedrong,no me gusto. me genero mucha expectativa. hasta en los dientes se me queda. y no dura. el superstay es mejor por lejos,0,0,1692482144,2023-08-19 16:55:44,moda,testimonio,118,2023-08-19 16:55:44
evasofiarissoramo,evasofiarissoramo,el 105 esta lindo precio,0,0,1693152212,2023-08-27 11:03:32,moda,decepcion,24,2023-08-27 11:03:32
ingridcollantesgu,ingridcollantesgu,no qurda vrilloso,0,0,1693152217,2023-08-27 11:03:37,moda,queja,17,2023-08-27 11:03:37
elians guerrero,eliansguerrero6,costo y donde lo compro,0,0,1693152244,2023-08-27 11:04:04,moda,consulta,23,2023-08-27 11:04:04
psicologaenred,psicologaenred,quiero,0,0,1693152461,2023-08-27 11:07:41,moda,decepcion,6,2023-08-27 11:07:41
elvanarvaez285,elvanarvaez01,donde lo puedo comprar el labial 120,0,0,1693152482,2023-08-27 11:08:02,moda,satisfaccion,36,2023-08-27 11:08:02
holiss,salliynina,holi todos los colores te dan solo no el tono 135,0,0,1693152515,2023-08-27 11:08:35,moda,queja,49,2023-08-27 11:08:35
alfonsa zamora huama,alfonsazamora,,0,0,1693152734,2023-08-27 11:12:14,moda,satisfaccion,3,2023-08-27 11:12:14
sandr4_alarcon,sandraalarcon447,presio,0,0,1693152792,2023-08-27 11:13:12,moda,satisfaccion,6,2023-08-27 11:13:12
eli zarate,elisolis47,"no duran, yo lo compre y no es verdad y eso que lo bati mucho ratito ",0,0,1692480163,2023-08-19 16:22:43,moda,testimonio,69,2023-08-19 16:22:43
evelynmar,evelynmar.19,"110, 120 y 115",0,0,1693152819,2023-08-27 11:13:39,moda,testimonio,14,2023-08-27 11:13:39
margotfernandezso,margotfernandezso,donde lo adquiero,0,0,1693152845,2023-08-27 11:14:05,moda,testimonio,17,2023-08-27 11:14:05
d.m.a.,miauu414,k orrible,0,0,1693152904,2023-08-27 11:15:04,moda,frustracion,9,2023-08-27 11:15:04
evelynmar,evelynmar.19,"10, 115, 110",0,0,1693152933,2023-08-27 11:15:33,moda,entusiasmo,12,2023-08-27 11:15:33
s. katherine coaguila c.,katherinesusancoaguilac,precio,0,0,1693152986,2023-08-27 11:16:26,moda,sorpresa,6,2023-08-27 11:16:26
karen luisa isla,karenluisaisla10,a cuanto estan,0,0,1693152994,2023-08-27 11:16:34,moda,consulta,14,2023-08-27 11:16:34
ana villacorta,anamavillacortah,y que es lo que hace que el color no se transfiera? espero que no contengan plomo entre sus componentes.,0,0,1693153003,2023-08-27 11:16:43,moda,satisfaccion,104,2023-08-27 11:16:43
jotita,meteoro411jotita,y la 69?,0,0,1693153044,2023-08-27 11:17:24,moda,entusiasmo,8,2023-08-27 11:17:24
iluna store,crjhanet,que lindo tu maquillaje,0,0,1693153073,2023-08-27 11:17:53,moda,consulta,23,2023-08-27 11:17:53
cuvamadelaine,cuvamadelaine,no resecan los labios???,0,0,1692478662,2023-08-19 15:57:42,moda,entusiasmo,24,2023-08-19 15:57:42
doppelganger peru,doppelgangerpe,"como todos se le ven tan bien, diomioooo",0,0,1693153136,2023-08-27 11:18:56,moda,confusion,40,2023-08-27 11:18:56
yohana ortiz,mely_yohana,por que no pruebas los labiales de max factor,0,0,1692476777,2023-08-19 15:26:17,moda,queja,45,2023-08-19 15:26:17
mapi,mapiiii_29,y cuanto cuestan ,0,0,1693153215,2023-08-27 11:20:15,moda,confusion,17,2023-08-27 11:20:15
evelia kemp,eveliakemp,no sirven se queda pintado los dientes,0,0,1692474005,2023-08-19 14:40:05,moda,consulta,38,2023-08-19 14:40:05
kendra<3,kendraadhara,a mi me encanta el color rosa. y veo que no hay ese color,0,0,1693153273,2023-08-27 11:21:13,moda,entusiasmo,57,2023-08-27 11:21:13
margarita,andoviajandosiempre,no se ve el gloss que tiene la modelo,0,0,1693153317,2023-08-27 11:21:57,moda,queja,37,2023-08-27 11:21:57
sochi,llarecyanac,yo quiero todos :( solo tengo uno,0,0,1693153500,2023-08-27 11:25:00,moda,queja,33,2023-08-27 11:25:00
hotkisses33,y0udaddyl0v3sme,"no quedan asi mentira, y eso que uno los agita bien y no duran tanto .. pura publicidad",0,0,1692472639,2023-08-19 14:17:19,moda,testimonio,87,2023-08-19 14:17:19
reyna 2576,reyna2576,nooo...sabor horrible no lo recomiendo caro y feo todavia ...si sale hay mas comodos y duran mas...,0,0,1692469571,2023-08-19 13:26:11,moda,testimonio,99,2023-08-19 13:26:11
user6692733466674,lenule1234,ja mam asi blbou hubu na me to vypada blbe 100 i 105,0,0,1692466265,2023-08-19 12:31:05,moda,confusion,52,2023-08-19 12:31:05
jennyfer,jennyferromeromat,slap,0,0,1693153743,2023-08-27 11:29:03,moda,entusiasmo,4,2023-08-27 11:29:03
alejandra leyton,jany_ley,"no dura, se transfiere teniendolo todo el dia, humecta si, pero no es verdad que no transfiere...",0,0,1692461329,2023-08-19 11:08:49,moda,testimonio,97,2023-08-19 11:08:49
roxana lopez javin,roxana.lopez.javi,esta libre de plomo ?,0,0,1693153783,2023-08-27 11:29:43,moda,sorpresa,21,2023-08-27 11:29:43
lizii panaifo,liziipanaifo24,me encantan,0,0,1693153842,2023-08-27 11:30:42,moda,entusiasmo,11,2023-08-27 11:30:42
katia.ivonne,katiaivy1318,"deja un buen acabado pero si transfiere , no mientan",0,0,1693153955,2023-08-27 11:32:35,moda,queja,52,2023-08-27 11:32:35
gise,nathalypmcc,eso es feo,0,0,1693153961,2023-08-27 11:32:41,moda,consulta,10,2023-08-27 11:32:41
nikita ines,nikitaines03,@floricienta mira ,0,0,1693153979,2023-08-27 11:32:59,moda,confusion,18,2023-08-27 11:32:59
resv32,rosa_sanchez_vasquez,el numero 10,0,0,1693153981,2023-08-27 11:33:01,moda,queja,12,2023-08-27 11:33:01
ana ramirez,anaperuvian,"uyy,, tener cuidado con labiales duraderos, contienen plomo,,,",0,0,1693154011,2023-08-27 11:33:31,moda,testimonio,62,2023-08-27 11:33:31
yuyi,yuyimercado,"no duran , prefiero los mate",0,0,1692458972,2023-08-19 10:29:32,moda,testimonio,28,2023-08-19 10:29:32
. ,ley_2124,estos productos de tik tok son de mala calidad nose dejen enganar,0,0,1693154147,2023-08-27 11:35:47,moda,decepcion,65,2023-08-27 11:35:47
!anto,wes_541,"no pasa nada , me compre todos y nada  todo sale cunado tomo agua , al comer etc , todo sale no dura nada",0,0,1693154160,2023-08-27 11:36:00,moda,testimonio,105,2023-08-27 11:36:00
luzmila zena nisama,luzen2110,"me gusta el 115 llamado pepin, como lo pido",0,0,1693154196,2023-08-27 11:36:36,moda,consulta,43,2023-08-27 11:36:36
susann chavez,susancharo26,@juana villar,0,0,1693154233,2023-08-27 11:37:13,moda,decepcion,13,2023-08-27 11:37:13
luzmila zena nisama,luzen2110,el 10 tambien me gusta,0,0,1693154254,2023-08-27 11:37:34,moda,entusiasmo,22,2023-08-27 11:37:34
lu,luscar2919,@lhali cll comprame,0,0,1693154278,2023-08-27 11:37:58,moda,decepcion,19,2023-08-27 11:37:58
mahatu,mahatu23,"el lippy 10 me encanta y no se sale, pero tiene su tecnica. hay que agitar, aplicarlo y dejar secar unos minutos.",0,0,1692455775,2023-08-19 09:36:15,moda,entusiasmo,113,2023-08-19 09:36:15
fusemar,fusemar,"plomo con diferentes nombres, directo al. estomago",0,0,1693154369,2023-08-27 11:39:29,moda,queja,50,2023-08-27 11:39:29
