user,user_id,text,like,reply_count,timestamp,fecha_legible,tipo_de_item,emocion
IvonneMakeupStudio,ivonnemakeupstudio,Parte 2?,0,0,1726641613,2024-09-18 01:40:13,cosmeticos,consulta
𝐀𝐧𝐝𝐫𝐞𝐚,andreagarcaa,💗💗💗,0,0,1726626997,2024-09-17 21:36:37,cosmeticos,satisfaccion
María Alejandra🐒,__oasiss,"No es maquillaje, pero el protector solar Drunk Elephant que venden en sephora es muy feo",0,0,1726613625,2024-09-17 17:53:45,cosmeticos,decepcion
🪩🪩,veraa_.44,Cuando se me gaste el rubor de este beauty definitivamente me lo volvería a comprar,0,0,1726590896,2024-09-17 11:34:56,cosmeticos,consulta
cele,lacele_lacele,"el contuor de mario se sube no viene solo ese poquito, chica mira un tutorial de como hacerlo (perdón si escribi contuor mal😭)",0,0,1726580823,2024-09-17 08:47:03,cosmeticos,confusion
????,tumamaaaaa12489392,La mejor amiga de las girls,0,0,1726577965,2024-09-17 07:59:25,cosmeticos,satisfaccion
PatyUSA🙂‍↕️,patymoney0,por que te ves roja como hellboy,0,0,1726575418,2024-09-17 07:16:58,cosmeticos,entusiasmo
esthefany,desu_desup,el rizador de shiseido vale la pena?,0,0,1726552504,2024-09-17 00:55:04,cosmeticos,entusiasmo
Flavia Thais,thaissflavia,Parte 2?,0,0,1726545292,2024-09-16 22:54:52,cosmeticos,entusiasmo
💘Ann•(hoyeon jung’ version)💘,annette_victoria,@Susy,0,0,1726541692,2024-09-16 21:54:52,cosmeticos,entusiasmo
Isabella Cedeño,1ssbella,"Holaa Carmen, una preguntita por acá, prefieres labiales de kiko o los de fenty?",0,0,1726538861,2024-09-16 21:07:41,cosmeticos,entusiasmo
Ɛѵҽ°‧🫧⋆.ೃ࿔*:･°,strawbevy_x,Nooo no puedo gastar 😭 pero guardo tu video por si si 🤭,0,0,1726535750,2024-09-16 20:15:50,cosmeticos,entusiasmo
Domeee,taylorswift1373,cuánto vale el rubor mini ??? en Chile,0,0,1726534891,2024-09-16 20:01:31,cosmeticos,entusiasmo
Ana Sofía Bermúdez,ana_bermudezz,"Confío en lo que decís porque de lo que he comprado, coincido exactamente con lo que has dicho 🙂‍↔️",0,0,1726521993,2024-09-16 16:26:33,cosmeticos,entusiasmo
✩ SG ✩,sophieguerra,"@Carmen Campos que sombras usaste en el inicio de tus ojos, esta bellaaaa 🤩✨",0,0,1726516885,2024-09-16 15:01:25,cosmeticos,entusiasmo
Clau,claupinazo,Lucir un rubro como Quemadura de tercer grado yo soy ese,0,0,1726515648,2024-09-16 14:40:48,cosmeticos,entusiasmo
ᥴᥲmіᥣі𝗍ᥲ 💗🧖🏻‍♀️🏐,camiii_xvs,Que tono es el de Dior?? 😭,0,0,1726514857,2024-09-16 14:27:37,cosmeticos,entusiasmo
ᥴᥲmіᥣі𝗍ᥲ 💗🧖🏻‍♀️🏐,camiii_xvs,Carmencitaa haz uno de correctores que si y que no😭💗,0,0,1726514663,2024-09-16 14:24:23,cosmeticos,entusiasmo
Estefanía Vg,estefana.vg,parte 2!!!! 🥰,0,0,1726511054,2024-09-16 13:24:14,cosmeticos,entusiasmo
Valeria Arregoces Ol,valeriaarregocesolmedo,Me pasó lo mismo con el de makeup by mario 😭,0,0,1726510111,2024-09-16 13:08:31,cosmeticos,entusiasmo
Noah,nnhdalgo,2 parte!!,0,0,1726498525,2024-09-16 09:55:25,cosmeticos,entusiasmo
nataliacamelo_makeup,nataliacamelo_mak,Ayyyy yo amo el bronzer de Mario 😁,0,0,1726498123,2024-09-16 09:48:43,cosmeticos,entusiasmo
Annahi Ledesma,al.17,La versión grande está en $23 dólares y la mini en $17 mejor compren la grande RARE,0,0,1726462102,2024-09-15 23:48:22,cosmeticos,satisfaccion
natt.ortt,natt.orttt,Habla igual a Kenia,0,0,1726461185,2024-09-15 23:33:05,cosmeticos,entusiasmo
Ceci Lomeli713,cecilomeli713,"si, parte 2😃",0,0,1726456930,2024-09-15 22:22:10,cosmeticos,entusiasmo
sury_24_,sury_24_,Que color es el gloss ?,0,0,1726456480,2024-09-15 22:14:40,cosmeticos,entusiasmo
Lali,bbylessi,Prueba el broncer o contorno de Dior en barraaaaa,0,0,1726441907,2024-09-15 18:11:47,cosmeticos,entusiasmo
Gn,f_lrss,Justo por los que me quedé no dijo nada 😒,0,0,1726438653,2024-09-15 17:17:33,cosmeticos,entusiasmo
S,st_yy6,Cuando va a hablar de Chanel !!!!!!,0,0,1726438140,2024-09-15 17:09:00,cosmeticos,entusiasmo
viajesadriana,adriamc0912,rare Beauty hay versión mini ? yo tengo la normal y la amo 😭😭😭😱,0,0,1726435318,2024-09-15 16:21:58,cosmeticos,entusiasmo
lizzy_make.up,lizzy_make.up,Onta la parte 2? 🩷 ame este video,0,0,1726433783,2024-09-15 15:56:23,cosmeticos,entusiasmo
Sam Amaro,_rojittta_,"yo pensaba lo mismo de los mini de rare hasta que me lo acabé en 3 meses ): siento que ""no pigmentan igual"" pero porque el aplicador es mucho mucho más chiquito pero 100/10",0,0,1726419459,2024-09-15 11:57:39,cosmeticos,entusiasmo
ainhoalopezzz._,ainhoalopezzz._,sigo esperando la parte 2,0,0,1726394020,2024-09-15 04:53:40,cosmeticos,entusiasmo
~Susana!♡,susipussy,PARTEEEE DOOOOS,0,0,1726392619,2024-09-15 04:30:19,cosmeticos,entusiasmo
Katy Ocegueda,katyocegueda,Rubores un poco más económicos que recomiendes??!!,0,0,1726373120,2024-09-14 23:05:20,cosmeticos,entusiasmo
𝓜𝓪𝓫,luvserelm,@ViriRobledo,0,0,1726359110,2024-09-14 19:11:50,cosmeticos,entusiasmo
Adarely Ruiz,adarelyruiz,Me pasó lo mismo con el bronzer de Mario!!! Me gusta mucho la fórmula pero no puedo usarlo porque el empaque no sirve!!!! Me da mucho coraje :(,0,0,1726342098,2024-09-14 14:28:18,cosmeticos,entusiasmo
Frank Constante M,frank_cm_,el gloss si hidrata? 👀,0,0,1726337833,2024-09-14 13:17:13,cosmeticos,entusiasmo
Aless🖤,msalejandra911,Que tomo es el gloss de tenth beauty? 🥰,0,0,1726333880,2024-09-14 12:11:20,cosmeticos,entusiasmo
Laurens,mlaurens,Dónde está la parte dos @Carmen Campos ????💖,0,0,1726333326,2024-09-14 12:02:06,cosmeticos,entusiasmo
𝗡𝗶𝗰𝗼𝗹𝗲,nicole_bilnk,"El rubor de Dior se hizo para ser discreto, la gente que tiene dinero se maquilla sutil",0,0,1726329816,2024-09-14 11:03:36,cosmeticos,entusiasmo
Alondra Borbón,borbon.alondra,A mí se me perdió el de fenti beauty😞,0,0,1726325790,2024-09-14 09:56:30,cosmeticos,entusiasmo
AllRdz 🪵🍁,alooordzm00,Recomiendan el gloss Dior ?,0,0,1726325787,2024-09-14 09:56:27,cosmeticos,entusiasmo
Titina,soytittina,Prueba el lip serum de @bobbibrownuk es mucho más brillante pero por lo contrario no es pegajoso siento que los de Fenty si son bien pegajosos,0,0,1726308749,2024-09-14 05:12:29,cosmeticos,queja
😌,whois1899,Parte 2🩷,0,0,1726305058,2024-09-14 04:10:58,cosmeticos,entusiasmo
pamsgmz,pamsgmz,Parte 2!!!!,0,0,1726303985,2024-09-14 03:53:05,cosmeticos,entusiasmo
ale,txjikvc_,el de rare beauty no me dura nada! y casi no me pigmenta el tono happy ☹️,0,0,1726296941,2024-09-14 01:55:41,cosmeticos,entusiasmo
Citlali,citlalicobos402,Ya queremos la segunda parteeeee🫣,0,0,1726292558,2024-09-14 00:42:38,cosmeticos,entusiasmo
Mar,paolagomez2420,El brillo de que marca esv,0,0,1726284759,2024-09-13 22:32:39,cosmeticos,entusiasmo
︎ ︎,kbthxe,quiero uno así pero con precios😭,0,0,1726274437,2024-09-13 19:40:37,cosmeticos,entusiasmo
Sofia Navarro,sofnavarro_,Segunda parte ?,0,0,1726257587,2024-09-13 14:59:47,cosmeticos,entusiasmo
Lucyxo,luluxoss,Amigas recomienden contoursss😭😭😭,0,0,1726239901,2024-09-13 10:05:01,cosmeticos,entusiasmo
MaryGame Mary,mmarygame,😚,0,0,1726202536,2024-09-12 23:42:16,cosmeticos,entusiasmo
MaryGame Mary,mmarygame,Ocupo los precios de todo,0,0,1726202533,2024-09-12 23:42:13,cosmeticos,entusiasmo
MaryGame Mary,mmarygame,😚,0,0,1726202513,2024-09-12 23:41:53,cosmeticos,entusiasmo
A 🐆,carolinesanchz2637,Las tintas de rare Beauty me encantan porque no dejan los labios todos pegajosos,0,0,1726202322,2024-09-12 23:38:42,cosmeticos,entusiasmo
Wen,wendyortc,Cuál es el tono del rubor de Haus Labs?,0,0,1726193765,2024-09-12 21:16:05,cosmeticos,entusiasmo
Laura Esteban,lauraestebanm,Qué llevas en los ojos??? 🥰🥰,0,0,1726187555,2024-09-12 19:32:35,cosmeticos,entusiasmo
Brigit Bohorquez,brigitteboh,PARTE 2!! 😩,0,0,1726179457,2024-09-12 17:17:37,cosmeticos,entusiasmo
🌸 Valemakeup11 🌸,valemakeup11,Yo esperando que hablarara del fijador de charlotte tilbury,0,0,1726175985,2024-09-12 16:19:45,cosmeticos,entusiasmo
Emmylemonn 🍋,emmylemonn,El segundo gloss de q marca era ?,0,0,1726172187,2024-09-12 15:16:27,cosmeticos,queja
Andrea,andreacvaldez7,Me perdiste en Rare,0,0,1726170967,2024-09-12 14:56:07,cosmeticos,entusiasmo
Mari,rly_mm,PARTE 2,0,0,1726161725,2024-09-12 12:22:05,cosmeticos,entusiasmo
makkyelivesmatterr,dyy_993eztvw,Y yo que me compre el tamaño normal del blush de rare beauty y no me quedo el tono love 😅,0,0,1726113057,2024-09-11 22:50:57,cosmeticos,entusiasmo
Nerds,ners1979,La parte 2 ???,0,0,1726112061,2024-09-11 22:34:21,cosmeticos,entusiasmo
Jaquelieef,jaqueline.es,Parte dos plis,0,0,1726108241,2024-09-11 21:30:41,cosmeticos,entusiasmo
Jaquelieef,jaqueline.es,Estás bien bonitaaaa 😍😍😍 amé tu makeup 💖,0,0,1726107739,2024-09-11 21:22:19,cosmeticos,frustracion
saritanga20,saritanga2,y que paso con la parte 2 🤗,0,0,1726105759,2024-09-11 20:49:19,cosmeticos,entusiasmo
1991 💕,taclepao,necesito delineador a prueba de agua he probado varias marcas y no me sirven,0,0,1726100035,2024-09-11 19:13:55,cosmeticos,entusiasmo
Sasha Torres 💫,sashatorres201,@𝓶𝔂𝔃𝓾🎀⸆⸉ tu rubor grande rb ya casi te lo acabas y mira el dior no está padre,0,1,1726098026,2024-09-11 18:40:26,cosmeticos,entusiasmo
pam 🍒,michhellepammela,"Ya me voy acabar mi rubor de rare, compré el grande en color happy y lo compré en mayo 🤷🏻‍♀️",0,0,1726096146,2024-09-11 18:09:06,cosmeticos,entusiasmo
Andrea :),iamguereja,Parte 2 😭,0,0,1726091869,2024-09-11 16:57:49,cosmeticos,entusiasmo
Diana,dianalegriad,Amé el “quemadura de tercer grado”😂✨,0,0,1726083350,2024-09-11 14:35:50,cosmeticos,entusiasmo
Amanda Martínez,amymtnz,De donde es tu brillito d los ojos?,0,0,1726072091,2024-09-11 11:28:11,cosmeticos,entusiasmo
Allys,allyscano,Segunda parte 💕💕💕💕💕💕💕,0,0,1726049433,2024-09-11 05:10:33,cosmeticos,entusiasmo
usersmag,usersmag,Los labiales de @Fenty Beauty 100000/10 🤧,0,0,1726045011,2024-09-11 03:56:51,cosmeticos,entusiasmo
Ra Balboa Mua,ra.balboa.mua,La parte 2,0,0,1726027650,2024-09-10 23:07:30,cosmeticos,entusiasmo
soyunicamente_lizzie,soyunicamente_liz,"de make by mario me gustan los highlighters, los que parecen glitter hay blanco y Dorado, se me hizo muy similar a la Dimond bomb de Rihanna pero la mitad de precio, checalos se ve divinos",0,0,1726027373,2024-09-10 23:02:53,cosmeticos,entusiasmo
Susana,susanagrajeda,Todo lo que dice estoy totalmente de acuerdo !! 😘😘,0,0,1726011247,2024-09-10 18:34:07,cosmeticos,entusiasmo
Deyeni,deyeni21,he visto muchos videos hacerca del blush de Dior que no les pigmentan pero ami me pigmenta super bien,0,0,1726005458,2024-09-10 16:57:38,cosmeticos,entusiasmo
gabss,gabrielaaguilar298,"no compren el iluminador de rare, está horrible y aparte que se desmorona súper rápido",0,0,1726002435,2024-09-10 16:07:15,cosmeticos,testimonio
Marian Portillo,marianchps,"El color de charolette, tiene un dupe maybelline",0,0,1725982461,2024-09-10 10:34:21,cosmeticos,entusiasmo
LesMont,lesr04,Me quede esperando la parte dos del resto de los productos ahi 😁,0,0,1725975387,2024-09-10 08:36:27,cosmeticos,entusiasmo
V O G E L 🩷,carlavogel_,Los rubores de rare y los glosses de Fenty son la mejor inversión en makeup que he hecho 💋💖✨,0,0,1725936035,2024-09-09 21:40:35,cosmeticos,satisfaccion
Dian 🤍,dianpatricci,"@Carmen Campos Ayúdame a elegir mi rímel 😫 Estoy entre el Panorama y el Telescopic Fit, pero considerando que mis pestañas son largas, gruesas y lacias de vaca 🐮",0,0,1725935760,2024-09-09 21:36:00,cosmeticos,entusiasmo
_bruh_,._bruh_0.0,El stick de by Mario se puede desarmar y con un palito picarle del otro lado y sale más producto,0,0,1725930548,2024-09-09 20:09:08,cosmeticos,entusiasmo
Majo Lara,majolara97,Y la parte dos?😩,0,0,1725925016,2024-09-09 18:36:56,cosmeticos,entusiasmo
appleuser7893360,appleuser7893360,😂😂😂,0,0,1725924991,2024-09-09 18:36:31,cosmeticos,entusiasmo
Paola Valdés,paoladvaldes,De by Mario Los delineadores son top,0,0,1725917089,2024-09-09 16:24:49,cosmeticos,entusiasmo
Emp_27,emp_027,Opiniones de los productos de Chanel,0,0,1725899920,2024-09-09 11:38:40,cosmeticos,testimonio
Emp_27,emp_027,Parte 2 ?? 😁,0,0,1725899901,2024-09-09 11:38:21,cosmeticos,entusiasmo
🫶🏻,01.48.93_,yo me iba a comprar el rare beauty el mini pero no había y me tuve que comprar el grande😭😭,0,0,1725896780,2024-09-09 10:46:20,cosmeticos,consulta
Nicole,nicolevera634,Lo mismo me paso con ese contorno de Mario 😭🥺,0,0,1725892453,2024-09-09 09:34:13,cosmeticos,entusiasmo
User624356&45213625669,user62435645213625,Yo tengo el mini de Rare y donde pones el puntito por más que difumino se queda la marca 🥲🥲 no me gustó para nada literal uso el de ELF nuevo que es como un pudín,0,0,1725889444,2024-09-09 08:44:04,cosmeticos,entusiasmo
Gabriela Rustrian,gabrielarustrian,¿Cómo le hago para que no brille la cara? Soy piel súper grasa creo 😩,0,0,1725862264,2024-09-09 01:11:04,cosmeticos,testimonio
Unalocadeparque,user7398330019325,Más videos asiii porfaaa💕✨,0,0,1725862235,2024-09-09 01:10:35,cosmeticos,entusiasmo
Monica Shawol Román,mmoniii,me encanta tus videos 🥺💖💖💖,0,0,1725854805,2024-09-08 23:06:45,cosmeticos,entusiasmo
sofyalcocer,sofyalcocer,Cuál es la diferencia entre un bronzer y un contour? 😅,0,0,1725851457,2024-09-08 22:10:57,cosmeticos,entusiasmo
Gaby Roa,justgabyroa,quedé así 😱 con el swatch de dior 🫠,0,0,1725838701,2024-09-08 18:38:21,cosmeticos,entusiasmo
𝘗𝘢𝘰❕,matcha.mirth,A mi si me sirve el rubor de Dior 😞,0,0,1725834446,2024-09-08 17:27:26,cosmeticos,entusiasmo
may,lixtqm,podrías hacer uno de primers por favor? 🥰,0,0,1725828579,2024-09-08 15:49:39,cosmeticos,queja
Milanidale,milanidale,La segunda parte??,0,0,1725826032,2024-09-08 15:07:12,cosmeticos,entusiasmo
Dilia Oriana Gonzale,diliaoriana,y la parte 2 con el polvo de channel,0,0,1725825200,2024-09-08 14:53:20,cosmeticos,entusiasmo
🦢,aime2615,@maff🪄💆🏻‍♀️,0,0,1725824247,2024-09-08 14:37:27,cosmeticos,entusiasmo
DraGangstaBarbie,draliloa,Cuánto cuesta el contorno de to Faced?,0,0,1725824106,2024-09-08 14:35:06,cosmeticos,entusiasmo
Sara 🧚🏼‍♀️💜,elmichinaranja0,El tono del labial parece dupe del labial de Rosy,0,0,1725821521,2024-09-08 13:52:01,cosmeticos,entusiasmo
Fat,fatimita_mp4,Carmen y la parte 2?😞,0,0,1725817619,2024-09-08 12:46:59,cosmeticos,entusiasmo
Sith Queen.,sithqueen89,A mi no me gustó el de Rare xd,0,0,1725817403,2024-09-08 12:43:23,cosmeticos,entusiasmo
ꔛ˚∘★𝓝 ɪᴄᴏʟᴇꔛ˚∘★,nicole_altamiran,Podrias hacer un maquillaje con corrector en vez de base?🥰,0,0,1725809986,2024-09-08 10:39:46,cosmeticos,entusiasmo
Fer Santa Rosa,fernandasantaro98,"Hola hermosa, que dupe recomendarías del labial de Charlotte T.?",0,0,1725809879,2024-09-08 10:37:59,cosmeticos,entusiasmo
White Beauty Cosmetics,whitebeautycosmetics,Que linda amamos 💕,0,0,1725801319,2024-09-08 08:15:19,cosmeticos,entusiasmo
Joyce Rodriguez,joycerdgz,Ay no me encantas,0,0,1725775930,2024-09-08 01:12:10,cosmeticos,entusiasmo
AnaKariesk/아나 카렌🖤🧡🐉🐞♐,anakariesk,La parte 2???? quiero saber tu opinión de tan de Chanel 💕por fa 🙈,0,0,1725774361,2024-09-08 00:46:01,cosmeticos,entusiasmo
Miriam Duarte,miriamduarte062,Esperando parte 2 … que e querido esa base Dior 😁,0,0,1725757363,2024-09-07 20:02:43,cosmeticos,entusiasmo
Paola Sifuentes,paola.sifuentes,"Rare beauty ✨ cosa que compro, cosa que vale la pena 💕",0,0,1725745475,2024-09-07 16:44:35,cosmeticos,entusiasmo
Mayte,tess1003,Los de Mario no me gusta nada y compré las sombras!,0,0,1725735710,2024-09-07 14:01:50,cosmeticos,entusiasmo
dulcemiranda415,dulmiranda22,Pase del tamaño original al mini de rare beauty y la pigmentacion del mini es menor,0,0,1725735152,2024-09-07 13:52:32,cosmeticos,entusiasmo
Cuenta173,cuenta_811,No subió la parte 2 y yo quería saber lo de los otros productos 😭😭😭,0,0,1725728787,2024-09-07 12:06:27,cosmeticos,testimonio
Nao,naocab01,A mí sí me gusta el rubor de dior🤔 me pigmenta de una y me dura un buen el tono 🤩,0,0,1725721988,2024-09-07 10:13:08,cosmeticos,entusiasmo
ARA MARTÍNEZ 😘🙈,aracelymtz0183,Yo compre un glosss bueno mi hija me regalo un Dior y nada que ver.. estar mejor los de otras marcas que te cuestan menos.,0,0,1725721463,2024-09-07 10:04:23,cosmeticos,satisfaccion
Tannia Olivia Sohle,tannia8406,me encantó tu reseña lo dices muy divertido y objetivo ❤️,0,0,1725719501,2024-09-07 09:31:41,cosmeticos,testimonio
Nath🎈👧🏾,nathhmhh,Amiga gracias por ahorrarme miles de dólares ✨🥰😁,0,0,1725697860,2024-09-07 03:31:00,cosmeticos,entusiasmo
Lizet Roma,lizetroma0,"Caaar, necesitamos la parte 2 🙏💓",0,0,1725692777,2024-09-07 02:06:17,cosmeticos,entusiasmo
✨Brend@✨,_br3nda27_,me encanta ese gloss de fenty beauty Hot chocolit 😍🤩,0,0,1725690260,2024-09-07 01:24:20,cosmeticos,entusiasmo
Karla Córdova,karlacordova62,🤪🤪🤪,0,0,1725688865,2024-09-07 01:01:05,cosmeticos,entusiasmo
BarbiePolerina,barbiepolerina,De donde es el gloss?,0,0,1725681992,2024-09-06 23:06:32,cosmeticos,entusiasmo
Yommy Love 💗,yommylovebeautiful,🤩🤩🤩,0,0,1725681068,2024-09-06 22:51:08,cosmeticos,entusiasmo
GA,glendi_a03,Alguien me dice la marca del gloss que habla,0,0,1725678210,2024-09-06 22:03:30,cosmeticos,entusiasmo
0102meli,0102meli,❤❤,0,0,1725677021,2024-09-06 21:43:41,cosmeticos,entusiasmo
Rosy Renteria,rossy_270425,para mi los blushes Dior fueron una decepción,0,0,1725669744,2024-09-06 19:42:24,cosmeticos,entusiasmo
Anna🪩,anna_s650,Yo tengo el blush de rare beauty y es muy bonito,0,0,1725659277,2024-09-06 16:47:57,cosmeticos,entusiasmo
Clarita Santos,claritasantos17,El de by Mario ya no sube el producto y se quedó nuevo 😔,0,0,1725649033,2024-09-06 13:57:13,cosmeticos,entusiasmo
Keniafr,keniafrr,Que glitter usas en este video?,0,0,1725647747,2024-09-06 13:35:47,cosmeticos,entusiasmo
Ely Ely ✨,melizacastillo3,Etiquétale en el segundo pliss ✨,0,0,1725644601,2024-09-06 12:43:21,cosmeticos,entusiasmo
Moniliuxx,moniliuxx,Esperando parte dos 🤪🤪🤭,0,0,1725642068,2024-09-06 12:01:08,cosmeticos,entusiasmo
JR🧝🏼‍♀️,nosequeponerme21,Que tono es el broncer de too faced?,0,0,1725638206,2024-09-06 10:56:46,cosmeticos,entusiasmo
sailor venus,murodeberlin22,Charlotte Tilbury tiene mis labiales favs,0,0,1725620774,2024-09-06 06:06:14,cosmeticos,entusiasmo
lilydeserna,lilydeserna,El mío no pigmenta nada (del primero) y lo compré en Sephora,0,0,1725620346,2024-09-06 05:59:06,cosmeticos,entusiasmo
Ivone Habib,ivoneedj,Odiamos makeup by Mario verdaderamente,0,0,1725606108,2024-09-06 02:01:48,cosmeticos,entusiasmo
Alesale,alesaleof,Buscando el bronzer de Too Faced sólo porque lo recomienda Carmencita ✨❤️,0,0,1725605312,2024-09-06 01:48:32,cosmeticos,testimonio
melissab96,melissab962,@Carmen Campos ¿que tono usas en bronce de Rare beauty? 🤭,0,0,1725602488,2024-09-06 01:01:28,cosmeticos,entusiasmo
Tam✨️,tamarapacheco776,Qué tipo de brocha lo puedo difuminar el rubor de rare beauty es que siento que me queda parchoso,0,0,1725602233,2024-09-06 00:57:13,cosmeticos,entusiasmo
arimar,arimar0888,Oie te pones filtro en el video? Porq te vez muy bien quiero hacer videos pero no se si ponerlos videos así normales sin filtro y tú t vez muy bien,0,0,1725596954,2024-09-05 23:29:14,cosmeticos,entusiasmo
Jezabel,_.jezabel,Esperando la parte dos 🫶🏼🤭,0,0,1725596712,2024-09-05 23:25:12,cosmeticos,entusiasmo
Silvana Sabalaga,silvanasabalaga,Holis!!! Ya esta la segunda parte?,0,0,1725593388,2024-09-05 22:29:48,cosmeticos,entusiasmo
marisofifer314,marisofifer14,Y la parte 2? 🥺,0,0,1725592191,2024-09-05 22:09:51,cosmeticos,entusiasmo
kmvrr,kmvr2809,Hola! Q marca es el gloss?,0,0,1725591448,2024-09-05 21:57:28,cosmeticos,queja
danb1tchdanie,danb1tchdanie,"el rubor de rare beauty es lo mejor que me pudo pasaaar🫶🏻 por cierto, en qué otras marcas puedo encontrar ese tono de labial de Charlotte xfisss?😭",0,0,1725588978,2024-09-05 21:16:18,cosmeticos,satisfaccion
Cindy Pleitez,angelitapleitez,Review la paleta de Patrick ta,0,0,1725587095,2024-09-05 20:44:55,cosmeticos,entusiasmo
deleniscarrascofa,delenis.carrasco,Yo llevo unos cuantos meses con el mío de by Mario y no se la roto ni anda,0,0,1725585696,2024-09-05 20:21:36,cosmeticos,entusiasmo
vrsf00,vrsf00,Que opinas del dior forever skin corrector?,0,0,1725585160,2024-09-05 20:12:40,cosmeticos,entusiasmo
sarga7,sargamk7,❤️,0,0,1725579457,2024-09-05 18:37:37,cosmeticos,satisfaccion
☆ Laia ☆,cyberlaia,Yo soy muy palida y el rubor rosy de Dior se me ve precioso 😭 en mi pigmenta bastante,0,0,1725578378,2024-09-05 18:19:38,cosmeticos,satisfaccion
Anel Garcia,anmagarc,el de dior no se veía nada jajajaja💀,0,0,1725577981,2024-09-05 18:13:01,cosmeticos,queja
Jea,jeanka_paladines,Habla sobre el corrector de hourglass a mi se me cuartea 😔,0,0,1725573386,2024-09-05 16:56:26,cosmeticos,satisfaccion
Ashlei Del Cid,ashleidelcid24,"Totalmente de acuerdo, el bronzer de makeup by mario me paso lo mismo😩",0,0,1725565351,2024-09-05 14:42:31,cosmeticos,satisfaccion
itsmadaniela,itsmadaniela,Q mi me encanta el de Mario coincidiendo con lo de brocha pero el producto me encanta,0,0,1725561464,2024-09-05 13:37:44,cosmeticos,satisfaccion
tats🩶,tatiana.avalos03,busca en tik TOK todavía queda,0,0,1725560083,2024-09-05 13:14:43,cosmeticos,queja
tats🩶,tatiana.avalos03,hay más producto en el contorno de Mario solo busca cómo sacar ma s,0,0,1725559761,2024-09-05 13:09:21,cosmeticos,queja
𝐌𝐎𝐍𝐈𝐂𝐀 𝐍𝐀𝐕𝐀𝐒,_.monicaanavas._,Parte 2 🥰,0,0,1725545100,2024-09-05 09:05:00,cosmeticos,satisfaccion
Maria jose,marijosemartigar,🥰🥰🥰🥰🥰🥰,0,0,1725542849,2024-09-05 08:27:29,cosmeticos,satisfaccion
MARTA,mmarta_vallesn,Los coloretes o rubores de dior diria que están diseñados para pieles claras o muy claras. Yo soy de piel muy blanca y son los únicos que me van bien ya que de otras marcas pigmentan demasiado,0,0,1725531300,2024-09-05 05:15:00,cosmeticos,frustracion
grissss,griss.p,Que tono es el lipstick de charlotte,0,0,1725526193,2024-09-05 03:49:53,cosmeticos,consulta
Sabumafu,062kl,"El rare Beauty mini no pintan y lo poco que pinta, se va súper rápido",0,0,1725522703,2024-09-05 02:51:43,cosmeticos,satisfaccion
Paola Silva,paolah.mami,Tuto de tu maqueup ✨✨✨✨✨,0,0,1725521633,2024-09-05 02:33:53,cosmeticos,satisfaccion
noeliabarbie,noeliabarbie,"Doy con una persona que opina exactamente lo mismo sobre productos. Como se nota que a ti no te hace falta ganar fama para decir la verdad! 🥰 además eres adorable, espero que llegues muy lejos.👏",0,0,1725520581,2024-09-05 02:16:21,cosmeticos,testimonio
mmdc3_,mmdc3_,Y la parte dos ? 😭,0,0,1725519885,2024-09-05 02:04:45,cosmeticos,consulta
Brenda Paola VM,brendapaolavm,"La brocha del de makeup by Mario se quita para poderse lavar, pero en efecto la parte del contour se descompone casi desde que lo abres por primera vez 😭",0,0,1725519715,2024-09-05 02:01:55,cosmeticos,decepcion
camiss_vc,c4miss.vc,El labial de charlotte yo lo ame no me seca los labios y le queda divino en mis labios 😭 y no eh encontrado otro en otro color y que no me reseque los labios,0,0,1725519451,2024-09-05 01:57:31,cosmeticos,testimonio
Laura Merino,laura.merino0,necesito la segunda parte,0,0,1725516662,2024-09-05 01:11:02,cosmeticos,satisfaccion
lorenita❤️💕,paolawxvoeo,Has la segunda parte Carmen xfavor❤️,0,0,1725513475,2024-09-05 00:17:55,cosmeticos,entusiasmo
bere_berri,bere_berri,"El polvo de huda beauty lo recomiendas para una piel súper grasa?, es que con cualquier polvo se me va el maquillaje y no dura nada aún así haga las mejores técnicas y cuide mi skincare 😭",0,0,1725512262,2024-09-04 23:57:42,cosmeticos,consulta
AD05_,d1305an.g,"El rubor de patrick taaaa, es hermosoooo",0,0,1725512087,2024-09-04 23:54:47,cosmeticos,satisfaccion
AA,anagabrielaprime,Viendo para cuando compre en sephora vv,0,0,1725511979,2024-09-04 23:52:59,cosmeticos,entusiasmo
Val Leva,val_leva,Una máscara de pestañas que no se corra y dure todo el día?,0,0,1725511198,2024-09-04 23:39:58,cosmeticos,consulta
Karla Reynaud,kennychiwis,Los glosses de fenty no son para tanto la vdd,0,0,1725511091,2024-09-04 23:38:11,cosmeticos,decepcion
Sofía Moreno Garza,soffffffiiiiiia,Me quedé esperando el review de los polvos sueltos de Chanel 🥺🥺🥺,0,0,1725510694,2024-09-04 23:31:34,cosmeticos,satisfaccion
valentina,v4lenktina,Los de rare creo que ya no son TAAAAAN pigmentados,0,0,1725510647,2024-09-04 23:30:47,cosmeticos,testimonio
Allison Sevillano,allison.sevillano,Segunda parteeee ♥️,0,0,1725510559,2024-09-04 23:29:19,cosmeticos,satisfaccion
Rox O,paula_hdz2,Y la parte 2? ❤️😀,0,0,1725507081,2024-09-04 22:31:21,cosmeticos,consulta
