user,user_id,text,like,reply_count,timestamp,fecha_legible,tipo_de_item,emocion,comment_length,time,word_count,bert_sentiment
Elizhita Luna🌻🖤🦋,eli_lunaa,asu no sabía 😢,0,0,1634152361,2021-10-13 14:12:41,belleza-y-cuidado,sorpresa,14,2021-10-13 14:12:41,4,negative
aneidabeltrangmail.com,aneidabeltrangmail.com,"yo lo uso y mi cabello no me crecía,y desde que lo uso lo tengo largo y nutrido",0,0,1634152707,2021-10-13 14:18:27,belleza-y-cuidado,satisfaccion,79,2021-10-13 14:18:27,18,neutral
user9177611356566,marcela_760,Me preocupa que hablen mal de las marcas y no mencionen las que si deberíamos usar,0,0,1634153023,2021-10-13 14:23:43,belleza-y-cuidado,satisfaccion,82,2021-10-13 14:23:43,16,neutral
RBD Yeniffer,yenifferpirelamen,a mi me cae super bien me gustaaa😏,0,0,1634153433,2021-10-13 14:30:33,belleza-y-cuidado,satisfaccion,34,2021-10-13 14:30:33,8,positive
Smith Florez Castell,smithflorezcastellanos,que mascarilla recomienda para cabellos decolorados,0,0,1634153576,2021-10-13 14:32:56,belleza-y-cuidado,consulta,51,2021-10-13 14:32:56,6,neutral
Patricia Santamar797,patriciasantamaria01,siempre sales hablando mal de un producto hay q personas a las q si les funcionan,0,0,1634155145,2021-10-13 14:59:05,belleza-y-cuidado,decepcion,81,2021-10-13 14:59:05,16,neutral
Sandra De Sanchez,sandradesanchez0,si ami me paso lo mismo,0,0,1634157771,2021-10-13 15:42:51,belleza-y-cuidado,decepcion,23,2021-10-13 15:42:51,6,neutral
Carolina Candiotti C,caroline11c,,0,0,1634158809,2021-10-13 16:00:09,belleza-y-cuidado,testimonio,14,2021-10-13 16:00:09,0,neutral
v_24fer,v_24fer,"es malísimo el producto, lo usé y me daño más el cabello. no lo recomiendo tampoco",0,0,1634159924,2021-10-13 16:18:44,belleza-y-cuidado,decepcion,82,2021-10-13 16:18:44,16,neutral
Sandra Pazmiño,sandra.pazmi,Cual mascarilla es buena?,0,0,1634159971,2021-10-13 16:19:31,belleza-y-cuidado,consulta,25,2021-10-13 16:19:31,4,neutral
Mel 07 🌻🌻,melvainilla,solo fue un gasto de dinero,0,0,1634159990,2021-10-13 16:19:50,belleza-y-cuidado,queja,27,2021-10-13 16:19:50,6,neutral
Alexa,alexa_cristi,,0,0,1634160352,2021-10-13 16:25:52,belleza-y-cuidado,testimonio,8,2021-10-13 16:25:52,0,neutral
Ashlie 🎀🧸,ashlieyc,eso es en los falsos,0,0,1634160551,2021-10-13 16:29:11,belleza-y-cuidado,decepcion,20,2021-10-13 16:29:11,5,negative
Pamela Mero,pamelamero0,"a mí me encanta, deja mis churos súper hermosos y brillantes 🥰",0,0,1634160611,2021-10-13 16:30:11,belleza-y-cuidado,satisfaccion,62,2021-10-13 16:30:11,12,positive
🦋♡⚘廾𝚊𝓇𝔲⚘♡🦋,haru.g.t.20,a mi me va muy bien con esa crema yo creo que todos no tienen el mismo cuero cabelludo estas equivocada para mi la crema es perfecta,0,0,1634160689,2021-10-13 16:31:29,belleza-y-cuidado,testimonio,132,2021-10-13 16:31:29,27,neutral
COCO2015,cocodm_2015,lo usaba con mi hija de 6 años y también se le caía el cabello 😳😣,0,0,1634161187,2021-10-13 16:39:47,belleza-y-cuidado,decepcion,65,2021-10-13 16:39:47,16,neutral
user3894365108295,angelapipa,cual es la mascarilla que recomiendas,0,0,1633902349,2021-10-10 16:45:49,belleza-y-cuidado,consulta,37,2021-10-10 16:45:49,6,neutral
Francesca Váscones,francescaváscones,que producto recomiendas? 😁,0,0,1634161537,2021-10-13 16:45:37,belleza-y-cuidado,consulta,27,2021-10-13 16:45:37,4,positive
Dianna🧸🍄,dnn_cnn,"es la tercera vez que lo utilizo, al principio me daba brillo y era menos esponjado mi cabello, ahora noté que se ve reseco, ahora entiendo todo",0,1,1634161725,2021-10-13 16:48:45,belleza-y-cuidado,decepcion,144,2021-10-13 16:48:45,27,neutral
francys rodriguez,francys8450,a mi me funciona perfectamente.. yo lo recomiendo... todo lo q es mentira,0,0,1634161993,2021-10-13 16:53:13,belleza-y-cuidado,queja,73,2021-10-13 16:53:13,13,positive
Mimi,mirpc3009,bueno para mí son buenas creo que es depende de tu cabello,0,0,1634162071,2021-10-13 16:54:31,belleza-y-cuidado,satisfaccion,58,2021-10-13 16:54:31,12,neutral
Estefania Saltos,estefaniasaltos7,que crema para peinar y shampoo puedo usar una persona con cabello rizado,0,0,1634162352,2021-10-13 16:59:12,belleza-y-cuidado,testimonio,84,2021-10-13 16:59:12,13,neutral
Tian,030tian,Siiiiii al principio era genial pero luego se deblitaba y se caía,0,0,1634162362,2021-10-13 16:59:22,belleza-y-cuidado,decepcion,65,2021-10-13 16:59:22,12,neutral
andrea👑💜,andrea_913,yo siempre utilizo nutribela por cual producto la puedo remplazar,0,0,1634163164,2021-10-13 17:12:44,belleza-y-cuidado,testimonio,65,2021-10-13 17:12:44,10,neutral
MENDOZA🌻,valentina.mendooza,.jc,0,1,1634163251,2021-10-13 17:14:11,belleza-y-cuidado,testimonio,10,2021-10-13 17:14:11,1,neutral
M-Ari Franccesca Sal,marifranccescasalazar,Ami me salió caspa 😏,0,0,1634164581,2021-10-13 17:36:21,belleza-y-cuidado,decepcion,20,2021-10-13 17:36:21,5,neutral
𝕰𝖑𝖆💕,dra.eym,nada que ver lo único malo es que me lo deja grasoso nada de resequedad,0,0,1634164911,2021-10-13 17:41:51,belleza-y-cuidado,testimonio,71,2021-10-13 17:41:51,15,neutral
branni,user345678921j,entonces que tratamiento recomiendas?,0,0,1634165231,2021-10-13 17:47:11,belleza-y-cuidado,consulta,37,2021-10-13 17:47:11,4,neutral
Nay's P. Miranda Cab,naysp20,"mi sobrina, mi cuñada, y yo la usamos, y nos A ido perfectamente, y tenemos full rato usándola.",0,0,1634165610,2021-10-13 17:53:30,belleza-y-cuidado,satisfaccion,95,2021-10-13 17:53:30,18,neutral
Daniela Ramos,danielaramos2801,no me a pasado,0,0,1634166008,2021-10-13 18:00:08,belleza-y-cuidado,sorpresa,14,2021-10-13 18:00:08,4,neutral
sol ☀️ solecito 💕 Solaine,user7824909465397sol,mi cabello lo recupere con los productos milagros no los cambio por nada,0,0,1634166119,2021-10-13 18:01:59,belleza-y-cuidado,testimonio,72,2021-10-13 18:01:59,13,neutral
rosi🇧🇷,brasil_rosii,,0,0,1634166316,2021-10-13 18:05:16,belleza-y-cuidado,testimonio,35,2021-10-13 18:05:16,0,neutral
eri_22gb,eri_22gb,cual me recomendarías??? ya que lo uso a diario 🥺,0,0,1634166506,2021-10-13 18:08:26,belleza-y-cuidado,testimonio,49,2021-10-13 18:08:26,10,neutral
tefy salvador,tefysalvadorr,ahora entiendo por que mi cabello esta asi gracias por el consejo,0,0,1634166888,2021-10-13 18:14:48,belleza-y-cuidado,satisfaccion,65,2021-10-13 18:14:48,12,neutral
ckamilacasas,ckamilacasas,Es totalmente cierto,0,0,1634167478,2021-10-13 18:24:38,belleza-y-cuidado,satisfaccion,20,2021-10-13 18:24:38,3,neutral
Stefanny Oliveros,stefannyoliveros,no,0,0,1634167958,2021-10-13 18:32:38,belleza-y-cuidado,testimonio,2,2021-10-13 18:32:38,1,neutral
carolina jaramillo c,guerrathaliana05,la marca Maria salome si funciona?,0,0,1634168032,2021-10-13 18:33:52,belleza-y-cuidado,consulta,34,2021-10-13 18:33:52,6,neutral
Lo Ame Natural,loamenatural,maravilloso tu contenido,0,0,1634168196,2021-10-13 18:36:36,belleza-y-cuidado,satisfaccion,24,2021-10-13 18:36:36,3,neutral
Tefy,stefi.javalos,A mí me reparó el cabello y me creció,0,0,1634169364,2021-10-13 18:56:04,belleza-y-cuidado,satisfaccion,37,2021-10-13 18:56:04,9,neutral
✨ Arlene Páez ✨,arlenepaez1,que productos recomiendas? te lo agradecería,0,0,1634169625,2021-10-13 19:00:25,belleza-y-cuidado,consulta,44,2021-10-13 19:00:25,6,neutral
Lisbeth Garcia,lisbethgarcia378,"yo no tengo problema con mi pelo pero mi niña tiene un pelo receco y no se que hacer, yo le ponía nutribela🥺",0,0,1634169793,2021-10-13 19:03:13,belleza-y-cuidado,testimonio,108,2021-10-13 19:03:13,23,neutral
katherine,conekathy,puedes probar la mascarilla de unique para el cabello?,0,0,1634169925,2021-10-13 19:05:25,belleza-y-cuidado,consulta,54,2021-10-13 19:05:25,9,neutral
Harismer Perdomo🩷,harismer18,,0,0,1634170207,2021-10-13 19:10:07,belleza-y-cuidado,testimonio,18,2021-10-13 19:10:07,0,neutral
Liz Muñoz L,lizml84,mi cabello es extremadamente receco que me hago? por favor,0,1,1633902287,2021-10-10 16:44:47,belleza-y-cuidado,consulta,58,2021-10-10 16:44:47,10,neutral
patriciamendoza240,patriciamendoza240,,0,1,1634170275,2021-10-13 19:11:15,belleza-y-cuidado,testimonio,14,2021-10-13 19:11:15,0,neutral
gaby_mayor333,gaby_mayor333,ayyy,0,0,1634170280,2021-10-13 19:11:20,belleza-y-cuidado,testimonio,4,2021-10-13 19:11:20,1,neutral
Carolina Bautista,carolina.bautista,100% cierto por eso no lo uso,0,0,1634170481,2021-10-13 19:14:41,belleza-y-cuidado,decepcion,29,2021-10-13 19:14:41,7,neutral
MIMT🦋,madey877,pero en sus indicaciones dice q no lo debes usar a diario,0,0,1634170527,2021-10-13 19:15:27,belleza-y-cuidado,decepcion,57,2021-10-13 19:15:27,12,neutral
Melisa Arisaca,melisaarisaca,"al contrario si te haces decoloración y el cabello está todo reseco, nutribela lo recupera en una semana solo debes aprender a aplicarte 😌",0,0,1634170852,2021-10-13 19:20:52,belleza-y-cuidado,testimonio,139,2021-10-13 19:20:52,24,neutral
Tamara,tamara198012,Ami no me funcionó en verdad pero a mi amiga si pienso que es para personas no sensibles,0,0,1634172140,2021-10-13 19:42:20,belleza-y-cuidado,testimonio,88,2021-10-13 19:42:20,18,neutral
🐇,anme.0211,totalmente cierto lo use y d pronto mi cabello reseco maltratado todo feoo 🥺 ayuda para recuperar mi cabellito,0,0,1634173088,2021-10-13 19:58:08,belleza-y-cuidado,sorpresa,110,2021-10-13 19:58:08,19,neutral
Michelle Bernius Ber,michelleberniusbernales,q mascarillas usas?,0,0,1634173374,2021-10-13 20:02:54,belleza-y-cuidado,consulta,19,2021-10-13 20:02:54,3,neutral
Rosa Ortiz Sanchez,rosaortizsanchez,"Si funciona chicas, tienen que probarlo🥰",0,0,1634173491,2021-10-13 20:04:51,belleza-y-cuidado,satisfaccion,40,2021-10-13 20:04:51,6,positive
〽️〽️aria💫💯💕,carmita1991,no de mala información es un producto muy bueno a lo mejor el que UD usa no le asienta o no lo sabe usar yo lo uso y estoy muy contestan porq,0,0,1634174083,2021-10-13 20:14:43,belleza-y-cuidado,testimonio,141,2021-10-13 20:14:43,32,neutral
VaAlLey,vaalley1606,uy si a mí me paso me lo puso muy grasoso,0,2,1633902120,2021-10-10 16:42:00,belleza-y-cuidado,decepcion,41,2021-10-10 16:42:00,11,neutral
Naena Rai,decoy1499,es que no tienes que usarlo todos los dias xd igual que el acondicionador. Yo lo uso 2 veces a la semana y mi cabello esta de lo mejor,0,0,1634178201,2021-10-13 21:23:21,belleza-y-cuidado,satisfaccion,134,2021-10-13 21:23:21,29,neutral
pola,polita420,yo tengo mi cabello súper reseco después que use eso. ahora no se qué hacer🥺🥺🥺,0,0,1634179148,2021-10-13 21:39:08,belleza-y-cuidado,decepcion,78,2021-10-13 21:39:08,15,positive
mai,chiariziamai,"Esto lo he leído bastante pero sinceramente tengo un año usándolo y mi cabello está revitalizado, y me ha crecido muchísimo",0,0,1634180262,2021-10-13 21:57:42,belleza-y-cuidado,satisfaccion,123,2021-10-13 21:57:42,21,neutral
M E L I D A 🍓⛓️,melvisrams,Ami me 1queda súper mi cabello 🥰,0,0,1634180313,2021-10-13 21:58:33,belleza-y-cuidado,satisfaccion,32,2021-10-13 21:58:33,7,positive
Yohander Chourio,yohanderchourio,"el producto es bueno, solo que el debe usarse luego de lavar aplicar y retirar por completo. si el cabello se reseca es porq se lo dejan o planchan.",0,0,1634180654,2021-10-13 22:04:14,belleza-y-cuidado,testimonio,148,2021-10-13 22:04:14,29,neutral
Grecia Portocarrero,greciaportocarrer6,yo amo nutribela es super bueno y a mi cabello lo rehabilito,0,0,1634180735,2021-10-13 22:05:35,belleza-y-cuidado,satisfaccion,60,2021-10-13 22:05:35,12,positive
@Lili,lilianasoy0,El producto no es malo hay que saber utilizar 😉es súper este producto 😉👌,0,0,1634180812,2021-10-13 22:06:52,belleza-y-cuidado,satisfaccion,72,2021-10-13 22:06:52,14,positive
LALO,kari__77,totalmente cierto. Me paso,0,0,1634180891,2021-10-13 22:08:11,belleza-y-cuidado,decepcion,27,2021-10-13 22:08:11,4,neutral
🇵🇪🔰SUBIENDO CON LADYCITA🔰,ladycintya,me pasa todo lo contrario,0,0,1634180939,2021-10-13 22:08:59,belleza-y-cuidado,queja,25,2021-10-13 22:08:59,5,neutral
katty dueñas,valentinadulce08,"A mi también me pasó lo que comentas, por eso deje de usarla",0,0,1634181052,2021-10-13 22:10:52,belleza-y-cuidado,decepcion,60,2021-10-13 22:10:52,13,neutral
Angélica Ochoa,angelicam8ah,si es cierto me pasó por eso ya no lo usó,0,0,1634181187,2021-10-13 22:13:07,belleza-y-cuidado,decepcion,41,2021-10-13 22:13:07,11,neutral
Diana Jaramillo,dianajaramillom,A mi me encanta … es de lo mejor 🥰🥰,0,0,1634181412,2021-10-13 22:16:52,belleza-y-cuidado,satisfaccion,35,2021-10-13 22:16:52,10,positive
Glum,glum3,"Yo lo uso como acondicionador, y mi cabello se ve sano...",0,0,1634181455,2021-10-13 22:17:35,belleza-y-cuidado,satisfaccion,57,2021-10-13 22:17:35,11,neutral
Kathy Alarcon,kathyrosado88,Exacto me paso eso quede😳,0,0,1634181488,2021-10-13 22:18:08,belleza-y-cuidado,decepcion,25,2021-10-13 22:18:08,5,neutral
Dayo 🍕,dayo_bel,"Yo lo he usado y me a funcionado muy bien 😅, creo que depende de la persona!!! Pero gracias por la información",0,0,1634181495,2021-10-13 22:18:15,belleza-y-cuidado,satisfaccion,112,2021-10-13 22:18:15,22,positive
Marijo,marijoguayamo,Yo uso el producto y lo considero muy bueno,0,0,1634183203,2021-10-13 22:46:43,belleza-y-cuidado,testimonio,43,2021-10-13 22:46:43,9,neutral
Angie Perez,angieperez7802,AYY A MÍ N FUNCIONA SUPER BIEN M CABELLO ESTA CON MAS BRILLO Y UNA SUAVIDAD SUPER 🤗,0,0,1634183522,2021-10-13 22:52:02,belleza-y-cuidado,satisfaccion,83,2021-10-13 22:52:02,18,positive
Mayra Vásquez Gallardo,publicienta89,a mi me ha ido súper bien 🥰,0,1,1633902087,2021-10-10 16:41:27,belleza-y-cuidado,frustracion,27,2021-10-10 16:41:27,8,positive
Edsamar Perez,edsappv,Entonces cual debo usar? cual recomiendas?,0,0,1634184357,2021-10-13 23:05:57,belleza-y-cuidado,consulta,43,2021-10-13 23:05:57,6,neutral
Hitomika,hitomikata1217,A mi me va excelente!,0,0,1634188090,2021-10-14 00:08:10,belleza-y-cuidado,satisfaccion,21,2021-10-14 00:08:10,5,positive
Glori ❤️‍🔥,glorianafigueroaa,.b.b,0,0,1634189498,2021-10-14 00:31:38,belleza-y-cuidado,testimonio,9,2021-10-14 00:31:38,1,neutral
Ada Carolina 🥰,ada.carol,a mi me ha funcionado perfecto por mucho tiempo,0,0,1634202374,2021-10-14 04:06:14,belleza-y-cuidado,satisfaccion,47,2021-10-14 04:06:14,9,neutral
Jackeline_SuspiroO💖,jackeline.chavarry,YO LO USO Y ME VA DE MARAVILLA🥰,0,0,1634205276,2021-10-14 04:54:36,belleza-y-cuidado,satisfaccion,31,2021-10-14 04:54:36,8,positive
Daniela💗,danielatorr1806,es lo mejor🥰,0,0,1634214155,2021-10-14 07:22:35,belleza-y-cuidado,satisfaccion,12,2021-10-14 07:22:35,3,positive
Camila Manrique,maria.camila33,"no es para uso diario 🧐 eso lo sabe cualquiera, es una MASCARILLA no un acondicionador y ningún producto ""repara"" el cabello, ESTUDIA MUCHO.",0,1,1634226581,2021-10-14 10:49:41,belleza-y-cuidado,testimonio,140,2021-10-14 10:49:41,24,neutral
...,stf0088,entonces porque producto lo cambiarias?,0,0,1634231592,2021-10-14 12:13:12,belleza-y-cuidado,consulta,40,2021-10-14 12:13:12,5,neutral
Andrew,cathe.g.s,Qué opinas de los productos de Skala?,0,0,1633902040,2021-10-10 16:40:40,belleza-y-cuidado,testimonio,37,2021-10-10 16:40:40,7,neutral
Andrea Alejandra,andreaalejandra1711,"a mí me recupero totalmente mi cabello, lo uso cada 15 días",0,0,1634235192,2021-10-14 13:13:12,belleza-y-cuidado,satisfaccion,59,2021-10-14 13:13:12,12,neutral
Cindy ML,cindyml0,a mis hijas les Ace super bien,0,0,1634236100,2021-10-14 13:28:20,belleza-y-cuidado,satisfaccion,30,2021-10-14 13:28:20,7,neutral
Saris 💋,sarapdorante,Tal cual no funciona igual para todo tipo de cabellos y siempre va a existir el debate de si funciona en realidad +,0,0,1634237066,2021-10-14 13:44:26,belleza-y-cuidado,decepcion,115,2021-10-14 13:44:26,23,neutral
Zhara Zabala,zhara_zabala,Yo amando mi jhonsons 😌,0,0,1634237383,2021-10-14 13:49:43,belleza-y-cuidado,testimonio,23,2021-10-14 13:49:43,5,positive
Dange Zambrano,dangezambrano,A mi me reseca mucho el cabello,0,1,1633901890,2021-10-10 16:38:10,belleza-y-cuidado,decepcion,31,2021-10-10 16:38:10,7,neutral
ThaniR22,paolad2522,"No puedes afirmar eso, si a ti te pasa no es a todas",0,0,1634238393,2021-10-14 14:06:33,belleza-y-cuidado,decepcion,52,2021-10-14 14:06:33,13,neutral
Lislu Valencia🏵️,lisluvalencia,"no es que el producto malo, solo que lo deja sube momentáneamente pero no que repare tu cabello, solo eso 😏🤷",0,0,1634239595,2021-10-14 14:26:35,belleza-y-cuidado,satisfaccion,108,2021-10-14 14:26:35,21,neutral
pauline Archila,paulinearchila,Porfa los tratamientos de vitu,0,0,1634239834,2021-10-14 14:30:34,belleza-y-cuidado,testimonio,30,2021-10-14 14:30:34,5,neutral
Dayana_21,g_v0721,"Y cuales si nos recomendarías,? 🙂Para tenerlo presente",0,0,1634240575,2021-10-14 14:42:55,belleza-y-cuidado,consulta,54,2021-10-14 14:42:55,8,neutral
Natali pinilla,natalikris,"A mi si me ha funcionado, me gusta usarlo.......",0,1,1633900884,2021-10-10 16:21:24,belleza-y-cuidado,satisfaccion,48,2021-10-10 16:21:24,9,neutral
Fernanda Cuadros,badbaby777,,0,0,1634241455,2021-10-14 14:57:35,belleza-y-cuidado,testimonio,15,2021-10-14 14:57:35,0,neutral
🧿🪬,amgelimarb,Es horrible a la semana pareciera que te fuera caído un rayo ⚡⚡⚡⚡,0,0,1634242245,2021-10-14 15:10:45,belleza-y-cuidado,satisfaccion,65,2021-10-14 15:10:45,13,negative
DrakoHachiStark,drakohachistark,pues llevo usándola años y no me ha pasado lo que usted dice,0,1,1633900358,2021-10-10 16:12:38,belleza-y-cuidado,testimonio,60,2021-10-10 16:12:38,13,neutral
FrancyJuliethCS,francyjuliethcs,lo utilizo desde el 2016 y es lo mejor que me ha pasado en la vida... no mal informen a la gente,0,0,1634242478,2021-10-14 15:14:38,belleza-y-cuidado,satisfaccion,96,2021-10-14 15:14:38,22,neutral
Gina Paola Cifuentes,ginapaolacifuentesbusto1,Nutribela es lo mejor!!! me ha funcionado perfectamente. llevo usandolo 3 años y nada de lo que mencionas me pasa😅,0,0,1634242812,2021-10-14 15:20:12,belleza-y-cuidado,satisfaccion,114,2021-10-14 15:20:12,20,positive
yumeko_li,yumeko_li,"no me pasa, me gusta nutribela 😅",0,0,1634242885,2021-10-14 15:21:25,belleza-y-cuidado,testimonio,32,2021-10-14 15:21:25,7,neutral
A,naga19951,Yo tengo el cabello súper largo y sano gracias a estos productos. Me funcionaron muy bien.,0,0,1634243883,2021-10-14 15:38:03,belleza-y-cuidado,satisfaccion,90,2021-10-14 15:38:03,16,neutral
Gabriela Basto Arago,gabisvale1518,Cual acondicionador si sirve,0,0,1634245390,2021-10-14 16:03:10,belleza-y-cuidado,consulta,28,2021-10-14 16:03:10,4,neutral
Rosanyela martinez,rosanyelamartinez,"a mi me ha pasado lo mismo, parece ser que si lo dejas de usar con frecuencia sucede esto.",0,0,1634245669,2021-10-14 16:07:49,belleza-y-cuidado,decepcion,90,2021-10-14 16:07:49,19,neutral
💜Dayana Lopez💜,dayanalopez._22,,0,0,1634246385,2021-10-14 16:19:45,belleza-y-cuidado,testimonio,15,2021-10-14 16:19:45,0,neutral
carmen90contreras,carmen_2890,Yo pense que era otra cosa lo que estaba causando la resequedad 😳,0,0,1634248369,2021-10-14 16:52:49,belleza-y-cuidado,sorpresa,65,2021-10-14 16:52:49,13,neutral
carmen90contreras,carmen_2890,Describiste perfectamemte lo que me esta sucediendo,0,0,1634248443,2021-10-14 16:54:03,belleza-y-cuidado,satisfaccion,51,2021-10-14 16:54:03,7,neutral
Yoly Vasquez Valenci,yolyvasquezvalenc,sale caspa,0,0,1634249214,2021-10-14 17:06:54,belleza-y-cuidado,decepcion,10,2021-10-14 17:06:54,2,neutral
Sergley65,serglety65,No lo puedo creer 😳😏😏,0,0,1634249320,2021-10-14 17:08:40,belleza-y-cuidado,sorpresa,21,2021-10-14 17:08:40,5,neutral
Sergley65,serglety65,Pues ami me cae muy bien 😳,0,0,1634249344,2021-10-14 17:09:04,belleza-y-cuidado,satisfaccion,26,2021-10-14 17:09:04,7,neutral
👩🏼‍🏫💜,miss_joselyn7,amo nutribela🥰,0,0,1634250266,2021-10-14 17:24:26,belleza-y-cuidado,satisfaccion,14,2021-10-14 17:24:26,2,positive
Eduardo&Juana,solitaria143_,shiií,0,0,1634250550,2021-10-14 17:29:10,belleza-y-cuidado,satisfaccion,5,2021-10-14 17:29:10,1,neutral
Mlazaro_s,lazaro_mariana,Que productos recomiendas🥰🥰,0,0,1634250739,2021-10-14 17:32:19,belleza-y-cuidado,consulta,27,2021-10-14 17:32:19,3,positive
María Fernanda,byfernandda,a mi me lo esponja,0,1,1633898949,2021-10-10 15:49:09,belleza-y-cuidado,decepcion,18,2021-10-10 15:49:09,5,neutral
Katia Espronceda,katiaespronceda,buenisima a mi me funciono,0,0,1634251530,2021-10-14 17:45:30,belleza-y-cuidado,satisfaccion,26,2021-10-14 17:45:30,5,neutral
Liliana,angiecamacho60,que mascarillas recomiendas para cabello decolorado?,0,0,1633898672,2021-10-10 15:44:32,belleza-y-cuidado,consulta,52,2021-10-10 15:44:32,6,neutral
Karla Navarro,karlan8705,😳😳😳😳,0,0,1634260499,2021-10-14 20:14:59,belleza-y-cuidado,frustracion,16,2021-10-14 20:14:59,1,neutral
daniiarboleda,daniiarboleda2,está bien q tenga químicos fuertes pero gracias a eso crece demaciado y se mantiene súper hidratado no reseco ni chicloso como dices,0,0,1634261374,2021-10-14 20:29:34,belleza-y-cuidado,testimonio,132,2021-10-14 20:29:34,23,neutral
yiya,yiya022478,"Y usar solo la silicona es recomendable o no, por que aveces me aplico silicona en mi cabello",0,0,1634262684,2021-10-14 20:51:24,belleza-y-cuidado,testimonio,93,2021-10-14 20:51:24,18,neutral
villamizarnails29,villamizarnails29,entonces que recomiendas????,0,0,1634263081,2021-10-14 20:58:01,belleza-y-cuidado,consulta,29,2021-10-14 20:58:01,3,neutral
De Blanco Yajhaira,deblancoyajhaira,Puede decir lo q usted dice pero la verdad a mi me funciona bien,0,0,1634263265,2021-10-14 21:01:05,belleza-y-cuidado,testimonio,64,2021-10-14 21:01:05,14,neutral
danialkis Terán,danialkisteran2,Si ah mi no me gustó me pudo el cabello mas reseco de lo que lo tenia,0,0,1634264626,2021-10-14 21:23:46,belleza-y-cuidado,frustracion,69,2021-10-14 21:23:46,17,neutral
Jhenifer Morgado,jhenimorgado,a mí me cae muy bien! la verdad y la recomiendo,0,0,1634264647,2021-10-14 21:24:07,belleza-y-cuidado,satisfaccion,48,2021-10-14 21:24:07,11,neutral
𝐆𝐞𝐨𝐯𝐚𝐧𝐧𝐚,nicole24_20,ami me lo hacia caer fatal,0,0,1634267804,2021-10-14 22:16:44,belleza-y-cuidado,frustracion,26,2021-10-14 22:16:44,6,neutral
Wendy 🧖‍♀️ Dermatocosmiatra,spasublime.ec,A mi si me encanta,0,0,1634268832,2021-10-14 22:33:52,belleza-y-cuidado,satisfaccion,18,2021-10-14 22:33:52,5,neutral
jkata2007,jkata32,"decolore mi cabello y lo único que me ha servido es nutrivela, lo sentía cauchudo y no podía desenredar lo. nutrivela si lo hace y me encanta",0,0,1634271281,2021-10-14 23:14:41,belleza-y-cuidado,satisfaccion,141,2021-10-14 23:14:41,27,neutral
Laura Rave,lauraraveuruburu,hola tienes algún vídeo sobre los productos de fauno,0,0,1634274648,2021-10-15 00:10:48,belleza-y-cuidado,consulta,52,2021-10-15 00:10:48,9,neutral
nani.mejia,nani.mejia,,0,0,1634280074,2021-10-15 01:41:14,belleza-y-cuidado,testimonio,26,2021-10-15 01:41:14,0,neutral
🦋Alexa Mejía🦋,mejialexa,"Pslo llevo usando hace dos meses, me queda más liso, sedoso mejor que cuando uso otros tipos de acondicionador, pienso que de pende el uso. 😏",0,0,1634282892,2021-10-15 02:28:12,belleza-y-cuidado,testimonio,142,2021-10-15 02:28:12,26,neutral
user9076634926827,user9076634926827,no a todas nos pasa lo mismo Ami en Elo personal si me a funcionada muy bien,0,0,1634320603,2021-10-15 12:56:43,belleza-y-cuidado,satisfaccion,76,2021-10-15 12:56:43,17,neutral
💖𝑴𝒂𝒓𝒍𝒆💕,aj.marlen,que mascarillas y cremas de peinar recomiendas... que no quede graso el cabello..... haaa y tengo frizz ayudameeeeeeeeeeeeeeeeeeeeeeeeeeee,0,0,1634337030,2021-10-15 17:30:30,belleza-y-cuidado,consulta,139,2021-10-15 17:30:30,18,neutral
almaoscura,ellaalmaoscura,😅😅😅😅😅😅😅 jajajajajajajajajajajaja,0,0,1634415992,2021-10-16 15:26:32,belleza-y-cuidado,testimonio,32,2021-10-16 15:26:32,2,neutral
Maria Chiqui de Hoy,mariachiquidehoy,no me.paso mas bien dejo de caerse,0,0,1634418503,2021-10-16 16:08:23,belleza-y-cuidado,frustracion,34,2021-10-16 16:08:23,7,neutral
Sulay,jsvbusta,❌,0,0,1634423290,2021-10-16 17:28:10,belleza-y-cuidado,testimonio,18,2021-10-16 17:28:10,1,neutral
user1408553911012,fox12e4,ES BUENÍSIMO,0,0,1634430158,2021-10-16 19:22:38,belleza-y-cuidado,satisfaccion,12,2021-10-16 19:22:38,2,neutral
Veritosoyunamor,veritosoyunamor,los q dice esta chica esta loca porq llevo usando mas de un año pero mi cabellos esta super suave lo recomiendo q lo uses,0,0,1634434206,2021-10-16 20:30:06,belleza-y-cuidado,satisfaccion,121,2021-10-16 20:30:06,25,neutral
Rosario Jimenez Orte,rossijior11,yo lo.uso y me encanta es unos de las mejores mascarillas,0,0,1634436621,2021-10-16 21:10:21,belleza-y-cuidado,consulta,57,2021-10-16 21:10:21,11,neutral
Katherine,katherinemt19,yo lo uso y me funciona muy bien,0,0,1634436730,2021-10-16 21:12:10,belleza-y-cuidado,queja,32,2021-10-16 21:12:10,8,neutral
Jessie,soyjessiediaz,Yo la amo 😔,0,0,1634441930,2021-10-16 22:38:50,belleza-y-cuidado,satisfaccion,11,2021-10-16 22:38:50,4,negative
Laura Figueroa,laurafigueroarojas,El shampoo de milagros?,0,0,1633898375,2021-10-10 15:39:35,belleza-y-cuidado,testimonio,23,2021-10-10 15:39:35,4,neutral
